"행정구역","2022년_계_총인구수","2022년_계_연령구간인구수","2022년_계_0~4세","2022년_계_5~9세","2022년_계_10~14세","2022년_계_15~19세","2022년_계_20~24세","2022년_계_25~29세","2022년_계_30~34세","2022년_계_35~39세","2022년_계_40~44세","2022년_계_45~49세","2022년_계_50~54세","2022년_계_55~59세","2022년_계_60~64세","2022년_계_65~69세","2022년_계_70~74세","2022년_계_75~79세","2022년_계_80~84세","2022년_계_85~89세","2022년_계_90~94세","2022년_계_95~99세","2022년_계_100세 이상"
"전국  (1000000000)","9,724,256","9,724,256","599","2,068","3,607","35,209","451,760","1,069,148","970,503","663,854","651,800","645,389","795,449","820,921","966,054","792,291","576,202","468,676","443,807","255,693","90,475","17,971","2,780"
"서울특별시  (1100000000)","1,952,606","1,952,606","96","355","578","8,684","129,364","314,441","273,626","166,040","136,457","118,210","130,772","121,761","145,075","127,762","94,057","77,175","62,399","32,019","11,027","2,313","395"
"부산광역시  (2600000000)","635,133","635,133","27","91","157","2,160","34,902","62,902","53,915","36,465","38,320","37,089","47,348","50,536","67,175","63,325","48,920","37,769","32,205","15,950","4,868","892","117"
"대구광역시  (2700000000)","414,133","414,133","26","106","164","1,657","19,263","38,804","35,451","24,561","25,077","26,259","34,476","37,393","44,971","38,045","29,421","22,017","20,721","11,341","3,683","619","78"
"인천광역시  (2800000000)","503,860","503,860","40","131","181","1,333","19,508","51,813","51,675","36,662","37,174","36,200","44,153","45,499","52,973","41,593","27,618","22,260","19,164","10,867","3,993","874","149"
"광주광역시  (2900000000)","265,358","265,358","13","56","88","816","14,579","31,021","26,621","19,136","19,240","18,428","21,818","22,339","25,193","19,495","15,019","12,061","11,164","5,891","1,963","362","55"
"대전광역시  (3000000000)","284,482","284,482","26","59","100","1,399","22,154","42,013","31,760","19,537","18,026","17,522","21,514","20,977","25,382","20,709","14,429","10,928","9,967","5,613","1,941","366","60"
"울산광역시  (3100000000)","174,179","174,179","8","39","56","251","5,315","17,053","16,034","11,681","13,173","13,315","16,237","16,837","19,601","16,056","10,742","7,508","6,151","3,020","915","171","16"
"세종특별자치시  (3600000000)","55,780","55,780","2","12","17","157","2,616","8,267","8,845","5,424","4,841","4,071","4,277","3,782","4,057","3,159","2,079","1,491","1,450","834","341","52","6"
"경기도  (4100000000)","2,197,601","2,197,601","155","569","951","6,190","86,543","251,370","252,730","174,542","169,218","162,356","191,926","188,338","210,655","164,477","110,080","88,831","76,812","42,999","15,121","3,216","522"
"강원도  (4200000000)","336,973","336,973","24","53","76","1,470","15,634","27,613","21,632","15,358","17,832","20,633","29,016","33,402","41,570","33,449","22,443","20,293","20,175","11,123","4,070","992","115"
"충청북도  (4300000000)","340,801","340,801","25","78","184","1,568","15,023","35,856","29,228","19,840","20,266","21,928","28,757","31,895","37,521","29,217","19,551","16,987","17,510","10,924","3,677","660","106"
"충청남도  (4400000000)","446,783","446,783","34","108","170","1,809","19,446","41,480","37,068","28,040","28,536","29,802","38,080","40,589","47,568","36,471","27,101","22,432","24,253","16,382","6,115","1,139","160"
"전라북도  (4500000000)","378,039","378,039","26","54","111","1,053","13,719","27,402","23,884","18,282","20,404","24,191","32,142","36,180","42,620","34,832","28,052","23,965","26,503","17,070","6,123","1,218","208"
"전라남도  (4600000000)","422,036","422,036","21","72","166","1,097","10,414","26,130","22,287","18,462","22,172","26,634","36,559","42,869","48,739","37,772","32,017","29,936","35,218","21,404","8,207","1,592","268"
"경상북도  (4700000000)","575,394","575,394","40","116","317","3,181","20,852","40,622","35,634","28,463","32,022","35,860","48,391","55,334","66,619","55,655","43,339","34,436","38,944","24,702","8,897","1,730","240"
"경상남도  (4800000000)","608,679","608,679","32","138","249","2,169","18,394","42,076","40,455","32,847","38,640","41,248","55,131","58,851","72,254","59,753","44,362","34,912","35,889","21,782","7,913","1,402","182"
"제주특별자치도  (5000000000)","132,419","132,419","4","31","42","215","4,034","10,285","9,658","8,514","10,402","11,643","14,852","14,339","14,081","10,521","6,972","5,675","5,282","3,772","1,621","373","103"
