"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_남_10~19세","2019년_남_20~29세","2019년_남_30~39세","2019년_남_40~49세","2019년_남_50~59세","2019년_남_60~69세","2019년_남_70~79세","2019년_남_80~89세","2019년_남_90~99세","2019년_남_100세 이상","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2019년_여_10~19세","2019년_여_20~29세","2019년_여_30~39세","2019년_여_40~49세","2019년_여_50~59세","2019년_여_60~69세","2019년_여_70~79세","2019년_여_80~89세","2019년_여_90~99세","2019년_여_100세 이상"
"전국  (1000000000)","8,488,621","8,488,621","2,946","36,060","1,201,398","1,376,075","1,279,869","1,566,807","1,407,850","956,471","559,950","86,671","14,524","4,384,272","4,384,272","1,505","17,406","638,212","884,698","824,426","929,139","663,041","295,462","110,977","15,894","3,512","4,104,349","4,104,349","1,441","18,654","563,186","491,377","455,443","637,668","744,809","661,009","448,973","70,777","11,012"
"서울특별시  (1100000000)","1,754,933","1,754,933","574","9,017","359,181","371,519","258,255","258,104","241,014","163,097","76,232","13,332","4,608","861,028","861,028","279","3,660","160,649","209,886","150,817","151,735","109,067","52,785","17,842","3,164","1,144","893,905","893,905","295","5,357","198,532","161,633","107,438","106,369","131,947","110,312","58,390","10,168","3,464"
"부산광역시  (2600000000)","555,793","555,793","130","2,150","73,770","73,395","73,745","99,655","112,773","77,271","36,605","4,925","1,374","264,696","264,696","70","932","35,834","44,745","45,106","56,737","49,353","23,050","7,542","1,033","294","291,097","291,097","60","1,218","37,936","28,650","28,639","42,918","63,420","54,221","29,063","3,892","1,080"
"대구광역시  (2700000000)","358,352","358,352","124","1,045","44,134","49,999","52,248","69,996","67,454","45,087","24,665","3,098","502","173,396","173,396","56","507","22,681","32,023","32,664","39,021","28,469","12,552","4,735","569","119","184,956","184,956","68","538","21,453","17,976","19,584","30,975","38,985","32,535","19,930","2,529","383"
"인천광역시  (2800000000)","430,821","430,821","173","1,253","55,517","70,437","72,254","86,935","72,563","43,881","23,320","3,890","598","232,193","232,193","79","598","30,529","46,510","47,670","52,210","34,691","14,245","4,816","700","145","198,628","198,628","94","655","24,988","23,927","24,584","34,725","37,872","29,636","18,504","3,190","453"
"광주광역시  (2900000000)","224,995","224,995","80","913","34,133","39,584","35,879","40,879","34,686","24,250","12,544","1,770","277","115,533","115,533","39","410","17,487","25,624","23,705","22,972","15,327","7,124","2,487","324","34","109,462","109,462","41","503","16,646","13,960","12,174","17,907","19,359","17,126","10,057","1,446","243"
"대전광역시  (3000000000)","239,247","239,247","105","1,377","48,153","42,131","34,426","40,749","36,247","21,995","12,053","1,793","218","124,203","124,203","56","613","24,947","27,117","21,947","23,121","16,315","6,920","2,751","359","57","115,044","115,044","49","764","23,206","15,014","12,479","17,628","19,932","15,075","9,302","1,434","161"
"울산광역시  (3100000000)","150,941","150,941","50","242","17,443","25,492","26,274","31,473","27,624","14,810","6,564","863","106","86,141","86,141","27","126","11,356","18,796","18,093","18,577","12,911","4,806","1,298","127","24","64,800","64,800","23","116","6,087","6,696","8,181","12,896","14,713","10,004","5,266","736","82"
"세종특별자치시  (3600000000)","43,719","43,719","19","140","8,291","10,388","7,403","6,991","5,323","3,025","1,818","292","29","23,344","23,344","3","55","4,161","6,597","4,514","4,047","2,543","987","374","56","7","20,375","20,375","16","85","4,130","3,791","2,889","2,944","2,780","2,038","1,444","236","22"
"경기도  (4100000000)","1,886,202","1,886,202","770","6,482","264,741","347,317","321,892","362,861","292,704","177,533","94,002","15,116","2,784","1,045,374","1,045,374","409","3,235","153,917","235,411","210,702","218,660","140,070","58,398","20,822","3,011","739","840,828","840,828","361","3,247","110,824","111,906","111,190","144,201","152,634","119,135","73,180","12,105","2,045"
