"행정구역","2017년_계_총인구수","2017년_계_연령구간인구수","2017년_계_0~4세","2017년_계_5~9세","2017년_계_10~14세","2017년_계_15~19세","2017년_계_20~24세","2017년_계_25~29세","2017년_계_30~34세","2017년_계_35~39세","2017년_계_40~44세","2017년_계_45~49세","2017년_계_50~54세","2017년_계_55~59세","2017년_계_60~64세","2017년_계_65~69세","2017년_계_70~74세","2017년_계_75~79세","2017년_계_80~84세","2017년_계_85~89세","2017년_계_90~94세","2017년_계_95~99세","2017년_계_100세 이상"
"전국  (1000000000)","7,725,203","7,725,203","614","2,139","2,838","30,253","309,706","670,666","664,688","623,849","593,781","696,815","682,581","809,530","686,949","516,955","434,788","446,809","314,165","158,434","52,534","14,322","12,787"
"서울특별시  (1100000000)","1,608,998","1,608,998","122","436","661","7,062","85,977","204,297","191,450","154,387","127,999","137,336","119,712","136,144","122,085","93,607","78,928","69,311","43,192","21,479","7,953","2,812","4,048"
"부산광역시  (2600000000)","513,523","513,523","24","106","124","1,720","22,392","38,944","34,954","35,199","33,728","42,073","42,691","56,902","55,912","44,397","35,597","33,496","20,795","9,496","2,933","801","1,239"
"대구광역시  (2700000000)","327,800","327,800","34","104","125","905","11,850","23,514","23,778","23,565","24,153","29,734","30,594","36,964","32,882","26,088","20,013","20,748","13,629","6,372","1,868","434","446"
"인천광역시  (2800000000)","386,809","386,809","33","120","125","994","12,915","28,970","32,001","33,980","33,338","39,544","38,381","44,903","35,622","24,452","20,083","18,796","12,655","6,487","2,272","607","531"
"광주광역시  (2900000000)","201,069","201,069","16","69","103","802","8,820","17,597","19,059","18,385","16,886","18,255","17,620","20,149","16,551","12,994","10,825","10,977","7,015","3,374","1,051","284","237"
"대전광역시  (3000000000)","212,004","212,004","14","52","59","1,129","13,335","24,832","21,078","17,543","16,048","18,430","17,070","21,048","17,789","12,663","9,959","9,629","6,587","3,235","1,051","259","194"
"울산광역시  (3100000000)","139,775","139,775","11","41","30","210","4,124","12,082","12,602","12,799","12,268","14,241","13,679","16,159","13,553","9,298","6,677","5,977","3,669","1,630","518","106","101"
"세종특별자치시  (3600000000)","35,209","35,209","3","9","7","98","1,697","4,533","4,400","3,701","3,110","3,169","2,787","3,107","2,442","1,726","1,254","1,347","1,004","570","181","40","24"
"경기도  (4100000000)","1,673,349","1,673,349","158","555","705","5,347","57,977","149,801","158,837","154,637","147,662","169,316","159,211","178,767","142,508","98,574","81,986","76,566","51,672","25,365","8,786","2,512","2,407"
"강원도  (4200000000)","286,315","286,315","24","53","94","2,205","16,567","20,178","15,666","15,863","18,011","23,886","26,609","34,426","28,944","20,105","18,931","20,248","13,620","7,057","2,680","642","506"
"충청북도  (4300000000)","266,072","266,072","23","86","143","1,601","11,535","21,458","19,587","17,926","18,994","22,860","24,538","30,327","24,652","17,152","15,403","17,291","13,273","6,381","2,018","506","318"
"충청남도  (4400000000)","360,418","360,418","26","95","85","1,749","13,845","29,598","28,902","26,418","25,614","30,691","31,702","38,463","30,870","23,923","20,394","23,669","19,604","10,219","3,216","808","527"
"전라북도  (4500000000)","302,551","302,551","24","67","110","1,571","9,519","16,052","16,723","18,128","19,980","25,115","26,952","33,286","28,673","23,884","21,365","25,568","20,457","10,408","3,321","848","500"
"전라남도  (4600000000)","349,575","349,575","28","70","175","1,449","8,446","15,935","16,942","19,069","21,626","28,410","32,326","38,354","31,005","27,329","26,445","34,918","26,344","14,459","4,549","1,156","540"
"경상북도  (4700000000)","464,248","464,248","30","103","153","1,908","15,132","28,511","28,838","28,506","29,328","37,143","41,276","51,561","44,850","36,703","30,579","37,958","29,587","15,296","5,015","1,224","547"
"경상남도  (4800000000)","488,224","488,224","41","150","121","1,243","12,333","27,882","32,584","34,874","35,067","43,759","45,028","56,364","48,963","37,634","31,127","35,017","26,623","13,984","4,104","865","461"
"제주특별자치도  (5000000000)","109,264","109,264","3","23","18","260","3,242","6,482","7,287","8,869","9,969","12,853","12,405","12,606","9,648","6,426","5,222","5,293","4,439","2,622","1,018","418","161"
