"행정구역","2020년_계_총인구수","2020년_계_연령구간인구수","2020년_계_0~4세","2020년_계_5~9세","2020년_계_10~14세","2020년_계_15~19세","2020년_계_20~24세","2020년_계_25~29세","2020년_계_30~34세","2020년_계_35~39세","2020년_계_40~44세","2020년_계_45~49세","2020년_계_50~54세","2020년_계_55~59세","2020년_계_60~64세","2020년_계_65~69세","2020년_계_70~74세","2020년_계_75~79세","2020년_계_80~84세","2020년_계_85~89세","2020년_계_90~94세","2020년_계_95~99세","2020년_계_100세 이상"
"부산광역시 중구 (2611000000)","13,800","13,800","0","1","6","42","719","1,423","908","726","670","980","1,096","1,261","1,573","1,351","1,052","855","599","286","143","48","61"
"부산광역시 서구 (2614000000)","25,428","25,428","1","3","6","105","1,611","2,145","1,287","1,114","1,179","1,501","1,936","2,407","2,858","2,654","2,209","1,863","1,394","732","242","75","106"
"부산광역시 동구 (2617000000)","22,467","22,467","2","6","4","33","536","1,619","1,340","1,210","1,094","1,588","1,820","2,088","2,640","2,319","1,975","1,721","1,365","720","245","54","88"
"부산광역시 영도구 (2620000000)","23,453","23,453","1","5","3","48","587","972","762","918","1,100","1,480","1,956","2,415","3,074","2,812","2,432","2,172","1,583","734","228","68","103"
"부산광역시 부산진구 (2623000000)","76,432","76,432","0","3","11","230","5,605","10,183","6,899","5,116","4,312","4,780","5,344","5,930","7,248","6,163","4,925","4,201","3,208","1,468","470","138","198"
"부산광역시 동래구 (2626000000)","38,717","38,717","0","2","5","60","1,208","3,198","2,899","2,631","2,436","2,717","2,997","3,523","4,551","3,987","2,971","2,451","1,704","923","265","74","115"
"부산광역시 남구 (2629000000)","43,357","43,357","1","7","11","206","3,932","4,566","2,785","2,459","2,324","2,888","3,060","3,375","4,363","3,821","3,176","2,866","2,035","978","309","80","115"
"부산광역시 북구 (2632000000)","39,663","39,663","0","10","6","66","949","2,500","2,235","2,163","2,164","2,644","3,392","4,240","5,339","4,400","3,357","2,807","1,986","1,027","253","58","67"
"부산광역시 해운대구 (2635000000)","58,018","58,018","6","20","23","89","1,589","4,631","4,272","4,251","3,906","4,597","4,737","5,289","6,268","5,487","4,337","3,662","2,806","1,371","436","114","127"
"부산광역시 사하구 (2638000000)","51,458","51,458","4","11","23","154","2,491","3,795","2,964","2,946","2,977","3,700","4,312","5,118","6,214","5,349","4,114","3,214","2,424","1,040","367","100","141"
"부산광역시 금정구 (2641000000)","43,856","43,856","1","3","9","221","4,441","4,619","2,777","2,211","2,127","2,654","3,145","3,773","4,567","4,101","3,106","2,612","1,956","1,044","308","69","112"
"부산광역시 강서구 (2644000000)","20,691","20,691","0","1","8","39","611","1,895","2,141","2,052","1,727","1,597","1,725","1,972","2,239","1,653","1,114","885","563","286","120","29","34"
"부산광역시 연제구 (2647000000)","33,847","33,847","0","4","3","67","1,457","3,330","2,694","2,316","2,107","2,345","2,530","2,913","3,687","3,308","2,523","2,055","1,449","714","232","56","57"
"부산광역시 수영구 (2650000000)","35,828","35,828","0","8","10","73","1,822","5,076","3,808","2,690","2,323","2,408","2,370","2,523","3,275","2,781","2,348","1,864","1,412","714","236","41","46"
"부산광역시 사상구 (2653000000)","38,706","38,706","5","17","20","122","1,891","3,042","2,247","2,085","2,214","2,644","3,607","4,522","4,978","3,831","2,892","2,120","1,490","698","183","46","52"
"부산광역시 기장군 (2671000000)","26,544","26,544","0","2","6","36","643","1,958","2,026","2,027","2,048","2,155","2,269","2,352","2,940","2,469","2,024","1,556","1,163","587","203","51","29"
