"행정구역","2024년_계_총인구수","2024년_계_연령구간인구수","2024년_계_0~9세","2024년_계_10~19세","2024년_계_20~29세","2024년_계_30~39세","2024년_계_40~49세","2024년_계_50~59세","2024년_계_60~69세","2024년_계_70~79세","2024년_계_80~89세","2024년_계_90~99세","2024년_계_100세 이상","2024년_남_총인구수","2024년_남_연령구간인구수","2024년_남_0~9세","2024년_남_10~19세","2024년_남_20~29세","2024년_남_30~39세","2024년_남_40~49세","2024년_남_50~59세","2024년_남_60~69세","2024년_남_70~79세","2024년_남_80~89세","2024년_남_90~99세","2024년_남_100세 이상","2024년_여_총인구수","2024년_여_연령구간인구수","2024년_여_0~9세","2024년_여_10~19세","2024년_여_20~29세","2024년_여_30~39세","2024년_여_40~49세","2024년_여_50~59세","2024년_여_60~69세","2024년_여_70~79세","2024년_여_80~89세","2024년_여_90~99세","2024년_여_100세 이상"
"전국  (1000000000)","10,122,587","10,122,587","2,621","39,781","1,487,502","1,716,023","1,268,011","1,641,788","1,895,855","1,165,260","764,776","137,604","3,366","5,198,574","5,198,574","1,317","19,094","753,714","1,076,949","817,761","992,379","947,852","410,179","156,852","21,922","555","4,924,013","4,924,013","1,304","20,687","733,788","639,074","450,250","649,409","948,003","755,081","607,924","115,682","2,811"
"서울특별시  (1100000000)","2,012,137","2,012,137","454","9,072","441,351","469,503","249,361","250,290","281,033","187,793","106,209","16,585","486","959,998","959,998","244","3,667","186,643","257,542","140,689","145,768","134,247","63,276","24,581","3,222","119","1,052,139","1,052,139","210","5,405","254,708","211,961","108,672","104,522","146,786","124,517","81,628","13,363","367"
"부산광역시  (2600000000)","661,868","661,868","99","2,519","97,030","94,318","73,446","98,773","135,343","97,321","55,347","7,539","133","310,372","310,372","48","1,101","45,209","55,880","45,176","56,810","61,762","31,630","11,436","1,296","24","351,496","351,496","51","1,418","51,821","38,438","28,270","41,963","73,581","65,691","43,911","6,243","109"
"대구광역시  (2700000000)","443,045","443,045","135","1,388","57,469","64,019","50,312","74,200","92,379","59,319","37,735","5,988","101","210,743","210,743","61","551","27,783","40,909","31,753","42,151","40,981","18,363","7,239","937","15","232,302","232,302","74","837","29,686","23,110","18,559","32,049","51,398","40,956","30,496","5,051","86"
"인천광역시  (2800000000)","534,083","534,083","197","1,659","69,320","93,700","73,880","91,751","105,135","57,615","34,141","6,502","183","282,158","282,158","93","749","35,941","59,817","48,732","55,814","51,741","20,736","7,454","1,053","28","251,925","251,925","104","910","33,379","33,883","25,148","35,937","53,394","36,879","26,687","5,449","155"
"광주광역시  (2900000000)","274,658","274,658","64","874","42,976","46,725","37,022","45,742","49,002","30,277","18,824","3,087","65","138,213","138,213","33","341","21,196","29,303","24,389","26,584","22,205","9,837","3,811","502","12","136,445","136,445","31","533","21,780","17,422","12,633","19,158","26,797","20,440","15,013","2,585","53"
"대전광역시  (3000000000)","299,673","299,673","75","1,805","65,860","54,346","34,914","43,983","49,190","28,916","17,462","3,051","71","153,916","153,916","46","716","33,343","34,708","22,125","25,597","22,958","9,907","3,929","577","10","145,757","145,757","29","1,089","32,517","19,638","12,789","18,386","26,232","19,009","13,533","2,474","61"
"울산광역시  (3100000000)","184,823","184,823","51","331","22,858","29,127","25,982","34,416","38,614","21,442","10,517","1,457","28","104,917","104,917","27","196","14,809","21,181","18,497","21,277","18,739","7,707","2,257","225","2","79,906","79,906","24","135","8,049","7,946","7,485","13,139","19,875","13,735","8,260","1,232","26"
"세종특별자치시  (3600000000)","56,430","56,430","14","168","9,914","14,513","8,751","8,105","7,788","4,151","2,510","503","13","29,601","29,601","8","60","4,785","8,866","5,308","4,592","3,819","1,537","541","85","0","26,829","26,829","6","108","5,129","5,647","3,443","3,513","3,969","2,614","1,969","418","13"
"경기도  (4100000000)","2,275,739","2,275,739","720","6,453","314,329","442,820","325,033","387,220","410,778","227,560","136,041","24,101","684","1,246,725","1,246,725","353","3,089","173,222","292,513","214,997","237,982","207,031","82,123","30,987","4,279","149","1,029,014","1,029,014","367","3,364","141,107","150,307","110,036","149,238","203,747","145,437","105,054","19,822","535"
"충청북도  (4300000000)","356,084","356,084","91","1,707","49,039","52,431","41,499","62,074","72,676","40,488","30,255","5,707","117","191,559","191,559","42","898","27,878","36,490","28,025","37,639","38,161","15,120","6,344","944","18","164,525","164,525","49","809","21,161","15,941","13,474","24,435","34,515","25,368","23,911","4,763","99"
"충청남도  (4400000000)","474,445","474,445","138","2,387","62,307","69,309","58,699","81,830","93,032","54,849","42,542","9,147","205","261,836","261,836","75","1,149","35,655","49,218","41,811","52,000","50,674","20,939","8,758","1,527","30","212,609","212,609","63","1,238","26,652","20,091","16,888","29,830","42,358","33,910","33,784","7,620","175"
"전라남도  (4600000000)","432,617","432,617","87","1,094","34,356","41,663","46,314","79,492","95,229","65,178","57,358","11,549","297","220,456","220,456","46","559","19,958","27,940","32,776","51,631","53,211","23,584","9,326","1,391","34","212,161","212,161","41","535","14,398","13,723","13,538","27,861","42,018","41,594","48,032","10,158","263"
"경상북도  (4700000000)","599,926","599,926","136","4,703","64,420","66,641","65,530","104,695","130,827","83,679","66,061","12,954","280","310,180","310,180","75","2,830","38,786","46,194","44,949","64,068","69,026","30,420","12,001","1,803","28","289,746","289,746","61","1,873","25,634","20,447","20,581","40,627","61,801","53,259","54,060","11,151","252"
"경상남도  (4800000000)","637,760","637,760","159","2,668","59,555","75,183","77,763","118,160","142,608","88,314","61,644","11,496","210","329,332","329,332","73","1,550","34,744","51,258","53,577","72,069","72,186","31,522","10,836","1,491","26","308,428","308,428","86","1,118","24,811","23,925","24,186","46,091","70,422","56,792","50,808","10,005","184"
"제주특별자치도  (5000000000)","136,208","136,208","37","234","13,247","18,322","20,877","29,751","27,688","14,095","9,358","2,491","108","70,854","70,854","15","118","6,567","10,954","12,948","17,990","14,597","5,350","1,991","317","7","65,354","65,354","22","116","6,680","7,368","7,929","11,761","13,091","8,745","7,367","2,174","101"
"강원특별자치도  (5100000000)","348,987","348,987","66","1,570","43,046","39,223","36,143","61,363","80,070","47,250","33,990","6,084","182","180,528","180,528","30","916","25,390","25,819","23,171","37,121","42,365","17,570","7,178","932","36","168,459","168,459","36","654","17,656","13,404","12,972","24,242","37,705","29,680","26,812","5,152","146"
"전북특별자치도  (5200000000)","394,104","394,104","98","1,149","40,425","44,180","42,485","69,943","84,463","57,013","44,782","9,363","203","197,186","197,186","48","604","21,805","28,357","28,838","43,286","44,149","20,558","8,183","1,341","17","196,918","196,918","50","545","18,620","15,823","13,647","26,657","40,314","36,455","36,599","8,022","186"
