"행정구역","2014년_계_총인구수","2014년_계_연령구간인구수","2014년_계_0~4세","2014년_계_5~9세","2014년_계_10~14세","2014년_계_15~19세","2014년_계_20~24세","2014년_계_25~29세","2014년_계_30~34세","2014년_계_35~39세","2014년_계_40~44세","2014년_계_45~49세","2014년_계_50~54세","2014년_계_55~59세","2014년_계_60~64세","2014년_계_65~69세","2014년_계_70~74세","2014년_계_75~79세","2014년_계_80~84세","2014년_계_85~89세","2014년_계_90~94세","2014년_계_95~99세","2014년_계_100세 이상"
"전국  (0000000000)","51,327,916","51,327,916","2,294,304","2,297,070","2,663,025","3,325,879","3,488,497","3,153,547","3,917,451","3,894,396","4,528,033","4,402,183","4,370,591","3,845,570","2,626,763","2,079,345","1,800,922","1,345,682","766,736","357,407","126,692","28,817","15,006"
"서울특별시  (1100000000)","10,103,233","10,103,233","404,369","389,623","456,867","587,646","701,179","756,772","904,291","809,375","897,379","832,090","830,977","773,183","542,953","437,267","344,188","224,660","118,754","58,585","22,462","5,942","4,671"
"부산광역시  (2600000000)","3,519,401","3,519,401","134,814","128,953","156,351","210,418","242,996","213,901","257,882","246,934","285,554","290,933","317,225","313,172","228,152","173,653","141,804","93,770","49,767","22,961","7,208","1,546","1,407"
"대구광역시  (2700000000)","2,493,264","2,493,264","102,401","106,123","133,135","173,961","178,621","145,315","173,067","180,170","220,367","225,721","222,925","192,756","135,165","100,243","86,765","61,803","34,151","14,454","4,627","993","501"
"인천광역시  (2800000000)","2,902,608","2,902,608","136,426","133,730","150,242","189,626","210,736","187,655","231,902","229,358","261,657","259,413","264,765","217,535","131,612","101,377","80,098","58,456","33,564","16,387","6,058","1,393","618"
"광주광역시  (2900000000)","1,475,884","1,475,884","70,060","75,096","92,099","115,572","109,635","87,905","112,253","115,567","133,944","126,146","116,267","96,569","64,949","54,695","44,029","30,913","17,714","8,518","2,986","667","300"
"대전광역시  (3000000000)","1,531,809","1,531,809","73,475","75,187","87,391","108,805","112,073","97,958","118,340","119,356","138,616","132,984","128,185","109,463","71,647","52,731","43,260","31,666","18,261","8,452","3,012","687","260"
"울산광역시  (3100000000)","1,166,377","1,166,377","58,905","55,955","63,585","84,475","84,604","71,533","92,382","90,282","104,708","111,530","107,745","88,465","54,958","35,584","27,048","17,737","10,111","4,736","1,608","298","128"
"세종특별자치시  (3600000000)","156,125","156,125","9,831","9,693","8,930","8,225","8,777","8,755","13,227","14,421","15,043","11,714","11,064","9,717","6,951","5,418","5,294","4,394","2,786","1,295","465","91","34"
"경기도  (4100000000)","12,357,830","12,357,830","614,742","629,231","702,313","831,568","849,052","759,378","973,976","1,017,575","1,188,574","1,114,793","1,050,866","845,167","526,150","410,808","344,170","255,530","143,036","67,809","24,673","5,660","2,759"
"강원도  (4200000000)","1,544,442","1,544,442","59,952","64,559","79,252","99,727","102,619","79,141","93,916","100,586","124,929","127,821","136,618","131,118","88,274","72,361","73,256","56,843","30,548","15,347","5,681","1,340","554"
"충청북도  (4300000000)","1,578,933","1,578,933","71,310","71,505","83,558","105,332","104,404","89,609","109,741","111,015","130,294","135,432","133,430","121,752","82,651","64,080","63,061","52,342","29,956","13,513","4,555","993","400"
"충청남도  (4400000000)","2,062,273","2,062,273","98,147","97,952","108,420","128,958","125,703","116,662","150,892","149,914","169,773","164,005","166,642","146,970","107,428","89,231","86,275","77,411","47,376","21,079","7,148","1,666","621"
"전라북도  (4500000000)","1,871,560","1,871,560","78,525","82,782","101,214","127,245","121,652","95,890","116,047","123,241","152,371","150,765","153,614","139,428","106,160","91,901","85,317","71,862","44,223","20,205","6,969","1,546","603"
"전라남도  (4600000000)","1,905,780","1,905,780","78,849","78,375","96,259","124,670","115,129","89,020","111,258","116,819","144,155","152,200","158,884","145,208","111,146","103,500","104,788","87,804","52,609","23,846","8,765","1,795","701"
"경상북도  (4700000000)","2,700,794","2,700,794","113,536","109,143","127,631","163,538","167,801","145,000","177,323","178,876","212,377","221,615","233,377","218,334","164,891","127,526","128,403","106,769","63,403","28,792","9,661","2,106","692"
"경상남도  (4800000000)","3,350,257","3,350,257","159,041","157,421","178,980","223,709","213,482","178,204","239,872","247,021","292,851","292,575","288,493","254,102","175,489","134,037","121,724","96,749","59,367","26,816","8,294","1,474","556"
"제주특별자치도  (5000000000)","607,346","607,346","29,921","31,742","36,798","42,404","40,034","30,849","41,082","43,886","55,441","52,446","49,514","42,631","28,187","24,933","21,442","16,973","11,110","4,612","2,520","620","201"
