"행정구역","2022년_계_총인구수","2022년_계_연령구간인구수","2022년_계_0~4세","2022년_계_5~9세","2022년_계_10~14세","2022년_계_15~19세","2022년_계_20~24세","2022년_계_25~29세","2022년_계_30~34세","2022년_계_35~39세","2022년_계_40~44세","2022년_계_45~49세","2022년_계_50~54세","2022년_계_55~59세","2022년_계_60~64세","2022년_계_65~69세","2022년_계_70~74세","2022년_계_75~79세","2022년_계_80~84세","2022년_계_85~89세","2022년_계_90~94세","2022년_계_95~99세","2022년_계_100세 이상"
"부산광역시 중구 (2611000000)","14,555","14,555","0","0","1","45","962","1,768","1,271","707","691","820","1,109","1,089","1,568","1,467","1,115","803","677","311","120","28","3"
"부산광역시 서구 (2614000000)","25,749","25,749","1","2","2","145","1,810","2,239","1,561","1,015","1,238","1,310","1,851","2,089","2,804","2,788","2,313","1,812","1,619","834","242","69","5"
"부산광역시 동구 (2617000000)","23,510","23,510","2","5","5","31","623","2,033","1,866","1,204","1,241","1,337","1,860","1,940","2,563","2,466","2,050","1,641","1,524","806","257","48","8"
"부산광역시 영도구 (2620000000)","24,142","24,142","0","5","3","45","679","1,123","1,115","911","1,134","1,314","1,879","2,219","3,060","3,009","2,462","2,175","1,830","887","246","39","7"
"부산광역시 부산진구 (2623000000)","82,255","82,255","1","4","5","288","6,450","11,711","8,881","5,256","4,867","4,426","5,397","5,549","7,388","6,673","5,181","4,028","3,704","1,805","546","78","17"
"부산광역시 동래구 (2626000000)","42,212","42,212","0","5","6","65","1,475","3,913","3,782","2,667","2,825","2,519","3,138","3,193","4,609","4,502","3,409","2,559","2,111","1,040","329","59","6"
"부산광역시 남구 (2629000000)","46,251","46,251","1","7","13","412","5,095","4,992","3,487","2,335","2,438","2,491","3,178","3,120","4,224","4,187","3,404","2,884","2,399","1,148","367","59","10"
"부산광역시 북구 (2632000000)","42,914","42,914","0","5","8","49","952","2,723","2,997","2,208","2,428","2,372","3,344","4,111","5,692","5,234","3,793","2,895","2,492","1,190","355","61","5"
"부산광역시 해운대구 (2635000000)","60,399","60,399","8","18","24","86","1,645","4,829","5,035","3,890","4,223","4,104","4,960","5,063","6,270","6,055","4,852","3,700","3,279","1,714","521","107","16"
"부산광역시 사하구 (2638000000)","55,662","55,662","1","7","27","195","2,856","4,237","3,739","2,902","3,339","3,338","4,520","4,929","6,488","6,185","4,630","3,536","2,889","1,347","397","95","5"
"부산광역시 금정구 (2641000000)","46,294","46,294","4","6","8","325","4,867","4,983","3,332","2,097","2,325","2,381","3,116","3,573","4,680","4,461","3,442","2,715","2,370","1,190","362","54","3"
"부산광역시 강서구 (2644000000)","23,777","23,777","1","1","6","43","766","2,617","2,969","2,155","2,125","1,723","1,872","1,907","2,376","1,951","1,286","863","652","334","110","18","2"
"부산광역시 연제구 (2647000000)","36,079","36,079","1","2","7","98","1,519","3,589","3,416","2,337","2,287","2,107","2,624","2,717","3,683","3,729","2,814","2,172","1,749","910","275","38","5"
"부산광역시 수영구 (2650000000)","40,097","40,097","2","5","10","94","2,146","6,080","4,979","2,896","2,551","2,272","2,610","2,406","3,306","3,233","2,583","1,997","1,719","877","275","44","12"
"부산광역시 사상구 (2653000000)","42,160","42,160","5","13","26","196","2,376","3,794","3,085","2,037","2,345","2,455","3,413","4,144","5,374","4,471","3,297","2,266","1,759","842","219","38","5"
"부산광역시 기장군 (2671000000)","29,077","29,077","0","6","6","43","681","2,271","2,400","1,848","2,263","2,120","2,477","2,487","3,090","2,914","2,289","1,723","1,432","715","247","57","8"
