"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~4세","2016년_계_5~9세","2016년_계_10~14세","2016년_계_15~19세","2016년_계_20~24세","2016년_계_25~29세","2016년_계_30~34세","2016년_계_35~39세","2016년_계_40~44세","2016년_계_45~49세","2016년_계_50~54세","2016년_계_55~59세","2016년_계_60~64세","2016년_계_65~69세","2016년_계_70~74세","2016년_계_75~79세","2016년_계_80~84세","2016년_계_85~89세","2016년_계_90~94세","2016년_계_95~99세","2016년_계_100세 이상"
"부산광역시  (2600000000)","3,498,529","3,498,529","132,044","135,043","134,893","190,317","240,006","215,193","223,739","259,777","262,415","295,913","285,203","325,197","262,725","191,726","140,369","106,214","59,350","26,483","8,384","1,953","1,585"
"부산광역시 중구 (2611000000)","45,208","45,208","1,036","1,047","1,146","1,909","2,804","2,883","2,748","2,799","3,155","3,691","3,695","4,510","4,085","3,177","2,629","2,014","1,048","521","193","52","66"
"부산광역시 서구 (2614000000)","112,973","112,973","2,904","3,223","3,560","5,466","7,555","6,573","6,128","7,114","7,588","8,954","8,959","11,372","9,671","7,893","6,152","4,987","2,880","1,336","439","116","103"
"부산광역시 동구 (2617000000)","89,826","89,826","2,220","2,320","2,394","4,003","5,440","5,047","5,049","5,681","6,062","7,178","7,074","8,986","8,038","6,682","5,358","4,329","2,475","1,019","306","81","84"
"부산광역시 영도구 (2620000000)","126,362","126,362","3,220","3,744","3,979","6,205","7,691","6,643","6,686","7,780","8,642","9,967","10,144","12,913","11,556","9,196","7,314","5,722","2,996","1,338","421","102","103"
"부산광역시 부산진구 (2623000000)","376,526","376,526","13,258","12,961","12,612","18,275","26,616","26,535","26,684","28,028","27,823","30,226","29,657","34,822","28,488","21,183","15,842","12,530","6,802","2,881","877","206","220"
"부산광역시 동래구 (2626000000)","272,745","272,745","9,501","10,836","11,705","16,324","18,662","16,358","16,452","19,604","21,212","23,738","22,118","25,221","20,665","14,988","10,517","7,692","4,326","1,926","638","143","119"
"부산광역시 남구 (2629000000)","278,779","278,779","9,486","11,109","11,312","15,742","19,584","16,542","16,385","19,953","21,940","23,913","21,399","24,687","20,949","16,354","12,554","9,066","4,856","2,018","677","145","108"
"부산광역시 북구 (2632000000)","310,202","310,202","12,260","11,789","12,455","19,043","23,990","20,371","19,484","21,686","22,123","27,561","28,621","30,582","21,715","14,352","9,947","7,336","4,269","1,833","561","131","93"
"부산광역시 해운대구 (2635000000)","419,853","419,853","15,827","18,171","19,670","26,577","28,838","23,916","24,369","31,097","34,559","39,734","35,408","36,415","28,418","19,879","14,602","11,417","6,685","3,050","904","182","135"
"부산광역시 사하구 (2638000000)","334,603","334,603","12,825","13,129","13,094","19,250","23,556","20,425","21,635","24,879","24,586","28,800","28,349","32,187","25,110","17,355","12,264","8,997","4,865","2,253","741","152","151"
"부산광역시 금정구 (2641000000)","244,624","244,624","7,256","8,294","8,899","13,570","19,563","16,008","14,092","16,139","16,625","20,389","21,165","23,742","19,400","14,021","10,255","7,712","4,513","1,990","662","159","170"
"부산광역시 강서구 (2644000000)","108,909","108,909","8,908","6,839","4,189","4,070","5,009","6,159","10,677","12,371","8,642","7,246","6,986","8,615","6,850","4,468","3,117","2,353","1,370","728","223","54","35"
"부산광역시 연제구 (2647000000)","207,268","207,268","7,741","8,067","8,190","11,100","13,807","12,514","13,215","15,649","15,894","17,692","16,356","19,165","16,046","11,628","8,370","6,282","3,397","1,509","455","127","64"
"부산광역시 수영구 (2650000000)","179,324","179,324","6,041","5,647","5,889","8,651","11,818","12,184","12,742","13,660","12,779","14,344","13,474","16,600","14,664","11,142","8,076","5,930","3,374","1,671","490","100","48"
"부산광역시 사상구 (2653000000)","232,800","232,800","8,728","8,025","7,949","12,214","17,255","15,610","15,605","16,776","16,112","20,083","21,795","24,377","17,710","12,199","7,901","5,725","2,988","1,217","386","90","55"
"부산광역시 기장군 (2671000000)","158,527","158,527","10,833","9,842","7,850","7,918","7,818","7,425","11,788","16,561","14,673","12,397","10,003","11,003","9,360","7,209","5,471","4,122","2,506","1,193","411","113","31"
