"행정구역","2022년_계_총인구수","2022년_계_연령구간인구수","2022년_계_0~4세","2022년_계_5~9세","2022년_계_10~14세","2022년_계_15~19세","2022년_계_20~24세","2022년_계_25~29세","2022년_계_30~34세","2022년_계_35~39세","2022년_계_40~44세","2022년_계_45~49세","2022년_계_50~54세","2022년_계_55~59세","2022년_계_60~64세","2022년_계_65~69세","2022년_계_70~74세","2022년_계_75~79세","2022년_계_80~84세","2022년_계_85~89세","2022년_계_90~94세","2022년_계_95~99세","2022년_계_100세 이상"
"부산광역시  (2600000000)","3,317,812","3,317,812","81,272","125,105","134,212","131,722","182,419","212,979","200,105","196,322","251,075","243,667","280,745","262,977","302,800","253,059","182,789","125,929","92,507","41,641","13,314","2,767","406"
"부산광역시 중구 (2611000000)","39,689","39,689","372","644","795","984","2,352","3,326","2,565","1,857","2,253","2,539","3,353","3,144","4,037","3,807","2,890","2,104","1,651","676","266","65","9"
"부산광역시 서구 (2614000000)","105,192","105,192","2,026","3,172","3,490","3,646","6,011","6,494","5,446","5,079","7,041","7,020","8,651","8,357","10,327","9,086","7,126","5,354","4,158","1,942","597","151","18"
"부산광역시 동구 (2617000000)","86,462","86,462","1,682","2,109","2,213","2,462","3,950","5,763","5,575","4,820","5,570","5,733","7,201","6,726","8,304","7,659","6,173","4,565","3,661","1,685","493","99","19"
"부산광역시 영도구 (2620000000)","108,156","108,156","1,754","2,780","3,346","3,514","5,107","5,417","4,999","4,957","6,731","7,306","8,912","8,980","11,575","10,605","8,335","6,330","4,761","1,985","620","122","20"
"부산광역시 부산진구 (2623000000)","355,917","355,917","8,417","11,186","11,812","12,299","21,634","28,637","26,032","22,457","25,322","24,571","28,782","27,242","31,841","26,468","19,222","13,386","10,362","4,557","1,401","254","35"
"부산광역시 동래구 (2626000000)","273,226","273,226","7,368","11,910","13,123","12,461","14,251","16,070","15,721","16,622","22,312","21,549","23,366","20,351","23,241","19,748","14,466","9,620","6,781","3,036","989","215","26"
"부산광역시 남구 (2629000000)","256,333","256,333","5,292","9,719","11,063","11,334","17,122","15,897","13,114","13,492","19,116","19,827","22,344","19,098","21,954","19,291","14,759","10,688","7,627","3,327","1,024","215","30"
"부산광역시 북구 (2632000000)","278,857","278,857","7,088","10,115","10,711","11,216","15,075","17,782","17,451","15,902","19,187","19,368","24,557","25,858","28,779","21,497","14,149","9,192","6,716","3,035","950","200","29"
"부산광역시 해운대구 (2635000000)","386,785","386,785","9,327","15,574","18,085","18,202","20,837","22,434","20,912","21,979","30,117","31,478","36,265","31,797","33,522","27,298","19,125","13,156","9,919","4,806","1,567","334","51"
"부산광역시 사하구 (2638000000)","301,987","301,987","6,572","10,277","11,908","12,229","17,175","18,812","17,047","16,922","21,839","21,834","26,452","25,400","29,775","24,635","17,057","11,271","7,904","3,445","1,130","278","25"
"부산광역시 금정구 (2641000000)","221,256","221,256","3,970","6,859","7,921","8,678","14,886","15,279","11,972","10,905","14,730","15,022","18,561","18,731","21,614","18,075","13,393","9,283","6,912","3,195","1,043","197","30"
"부산광역시 강서구 (2644000000)","143,207","143,207","7,482","11,103","8,892","5,158","4,879","7,130","10,686","14,237","16,794","11,033","9,064","8,027","9,726","7,805","4,855","2,821","2,071","968","388","77","11"
"부산광역시 연제구 (2647000000)","203,536","203,536","5,228","7,632","8,010","8,133","10,453","12,879","12,793","12,536","15,793","15,081","17,149","15,699","18,051","15,653","11,414","7,858","5,726","2,527","772","125","24"
"부산광역시 수영구 (2650000000)","174,806","174,806","4,092","5,367","5,601","5,824","9,190","13,933","12,779","10,882","12,643","12,005","13,966","12,700","15,127","13,842","10,474","7,511","5,411","2,459","811","161","28"
"부산광역시 사상구 (2653000000)","203,789","203,789","4,028","6,129","6,870","7,255","11,598","14,428","12,636","10,875","13,744","13,672","17,757","19,361","22,476","16,809","11,484","7,131","4,761","2,054","588","112","21"
"부산광역시 기장군 (2671000000)","178,614","178,614","6,574","10,529","10,372","8,327","7,899","8,698","10,377","12,800","17,883","15,629","14,365","11,506","12,451","10,781","7,867","5,659","4,086","1,944","675","162","30"
