"행정구역","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~9세","2021년_남_10~19세","2021년_남_20~29세","2021년_남_30~39세","2021년_남_40~49세","2021년_남_50~59세","2021년_남_60~69세","2021년_남_70~79세","2021년_남_80~89세","2021년_남_90~99세","2021년_남_100세 이상","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~9세","2021년_여_10~19세","2021년_여_20~29세","2021년_여_30~39세","2021년_여_40~49세","2021년_여_50~59세","2021년_여_60~69세","2021년_여_70~79세","2021년_여_80~89세","2021년_여_90~99세","2021년_여_100세 이상"
"전국  (1000000000)","9,461,695","9,461,695","2,734","33,179","1,481,136","1,574,406","1,303,846","1,620,687","1,685,468","1,012,691","644,238","100,311","2,999","4,883,253","4,883,253","1,363","15,996","769,511","1,004,448","839,702","971,538","811,061","325,100","127,991","16,019","524","4,578,442","4,578,442","1,371","17,183","711,625","569,958","464,144","649,149","874,407","687,591","516,247","84,292","2,475"
"서울특별시  (1100000000)","1,906,690","1,906,690","465","7,158","424,670","419,852","257,568","258,309","270,830","167,643","86,543","13,015","637","925,255","925,255","221","2,801","185,339","234,881","148,110","151,975","124,881","54,437","19,921","2,529","160","981,435","981,435","244","4,357","239,331","184,971","109,458","106,334","145,949","113,206","66,622","10,486","477"
"부산광역시  (2600000000)","615,618","615,618","121","1,833","93,325","86,613","75,534","98,913","127,740","82,499","43,602","5,308","130","292,184","292,184","62","785","43,961","52,568","46,175","57,035","56,591","25,149","8,907","930","21","323,434","323,434","59","1,048","49,364","34,045","29,359","41,878","71,149","57,350","34,695","4,378","109"
"대구광역시  (2700000000)","402,159","402,159","142","1,081","55,657","58,312","52,514","72,320","79,804","49,075","29,371","3,794","89","194,057","194,057","63","519","28,072","37,761","32,848","40,773","33,799","14,045","5,574","594","9","208,102","208,102","79","562","27,585","20,551","19,666","31,547","46,005","35,030","23,797","3,200","80"
"인천광역시  (2800000000)","487,849","487,849","176","1,343","70,599","83,475","73,642","89,835","89,552","47,472","27,117","4,478","160","260,795","260,795","86","650","37,670","54,523","48,473","54,212","42,934","15,781","5,725","712","29","227,054","227,054","90","693","32,929","28,952","25,169","35,623","46,618","31,691","21,392","3,766","131"
"광주광역시  (2900000000)","256,675","256,675","73","887","44,675","44,211","37,508","43,185","42,434","26,350","15,148","2,154","50","130,994","130,994","34","393","22,406","28,400","24,831","24,743","18,863","7,994","2,960","361","9","125,681","125,681","39","494","22,269","15,811","12,677","18,442","23,571","18,356","12,188","1,793","41"
"대전광역시  (3000000000)","273,933","273,933","93","1,284","61,090","49,227","35,565","42,323","43,878","24,303","14,036","2,087","47","141,665","141,665","50","576","31,210","31,731","22,568","24,212","19,866","7,874","3,177","394","7","132,268","132,268","43","708","29,880","17,496","12,997","18,111","24,012","16,429","10,859","1,693","40"
"울산광역시  (3100000000)","169,031","169,031","51","208","21,811","27,370","26,525","33,046","33,911","17,069","8,049","972","19","95,396","95,396","23","105","13,690","19,862","18,531","19,883","15,888","5,671","1,614","129","0","73,635","73,635","28","103","8,121","7,508","7,994","13,163","18,023","11,398","6,435","843","19"
"세종특별자치시  (3600000000)","53,562","53,562","17","131","10,886","13,475","8,541","7,866","6,854","3,367","2,078","342","5","28,514","28,514","4","55","5,478","8,381","5,205","4,489","3,262","1,143","433","63","1","25,048","25,048","13","76","5,408","5,094","3,336","3,377","3,592","2,224","1,645","279","4"
"경기도  (4100000000)","2,146,747","2,146,747","724","6,562","339,176","411,908","332,978","380,739","358,102","189,623","109,301","17,073","561","1,188,298","1,188,298","355","3,235","192,822","276,226","218,667","230,991","174,385","63,999","24,330","3,163","125","958,449","958,449","369","3,327","146,354","135,682","114,311","149,748","183,717","125,624","84,971","13,910","436"
"강원도  (4200000000)","327,770","327,770","78","1,414","42,052","35,791","38,873","63,203","71,338","41,270","28,817","4,822","112","169,822","169,822","44","764","25,577","23,528","25,266","37,968","36,299","13,717","5,908","739","12","157,948","157,948","34","650","16,475","12,263","13,607","25,235","35,039","27,553","22,909","4,083","100"
"충청북도  (4300000000)","329,471","329,471","110","1,495","49,315","46,930","41,945","61,015","62,992","35,288","26,281","3,999","101","176,309","176,309","51","728","29,250","32,327","28,040","36,458","31,772","11,593","5,428","652","10","153,162","153,162","59","767","20,065","14,603","13,905","24,557","31,220","23,695","20,853","3,347","91"
"충청남도  (4400000000)","431,533","431,533","139","1,498","58,878","62,782","57,717","78,075","78,923","48,948","38,049","6,372","152","236,357","236,357","78","722","34,469","45,179","40,653","48,920","41,241","16,376","7,652","1,045","22","195,176","195,176","61","776","24,409","17,603","17,064","29,155","37,682","32,572","30,397","5,327","130"
"전라북도  (4500000000)","366,791","366,791","74","1,176","39,644","40,814","44,789","67,686","73,155","52,529","40,008","6,736","180","182,434","182,434","40","655","21,601","26,828","30,534","41,450","36,885","16,392","7,095","928","26","184,357","184,357","34","521","18,043","13,986","14,255","26,236","36,270","36,137","32,913","5,808","154"
"전라남도  (4600000000)","413,950","413,950","97","1,358","36,670","40,262","49,471","79,024","81,842","62,738","53,153","9,109","226","207,625","207,625","50","720","21,480","27,583","35,047","50,634","43,702","19,076","8,148","1,164","21","206,325","206,325","47","638","15,190","12,679","14,424","28,390","38,140","43,662","45,005","7,945","205"
"경상북도  (4700000000)","558,483","558,483","152","3,054","59,154","63,139","68,184","103,186","115,980","75,814","59,734","9,824","262","282,945","282,945","81","1,828","35,056","43,883","45,965","62,437","58,177","23,685","10,451","1,348","34","275,538","275,538","71","1,226","24,098","19,256","22,219","40,749","57,803","52,129","49,283","8,476","228"
"경상남도  (4800000000)","591,541","591,541","183","2,442","59,111","72,272","80,343","113,277","124,801","76,446","54,143","8,348","175","303,034","303,034","98","1,363","34,328","49,851","54,843","67,982","60,598","23,884","8,968","1,087","32","288,507","288,507","85","1,079","24,783","22,421","25,500","45,295","64,203","52,562","45,175","7,261","143"
