"행정구역","2013년_계_총인구수","2013년_계_연령구간인구수","2013년_계_0~4세","2013년_계_5~9세","2013년_계_10~14세","2013년_계_15~19세","2013년_계_20~24세","2013년_계_25~29세","2013년_계_30~34세","2013년_계_35~39세","2013년_계_40~44세","2013년_계_45~49세","2013년_계_50~54세","2013년_계_55~59세","2013년_계_60~64세","2013년_계_65~69세","2013년_계_70~74세","2013년_계_75~79세","2013년_계_80~84세","2013년_계_85~89세","2013년_계_90~94세","2013년_계_95~99세","2013년_계_100세 이상"
"전국  (0000000000)","51,141,463","51,141,463","2,301,320","2,322,614","2,809,185","3,420,530","3,405,202","3,184,327","4,086,122","3,929,292","4,599,684","4,320,277","4,404,070","3,621,186","2,486,668","1,985,888","1,803,037","1,269,763","708,188","323,430","120,230","26,657","13,793"
"서울특별시  (1100000000)","10,143,645","10,143,645","408,757","399,980","482,673","613,137","690,382","769,461","946,833","816,618","916,860","822,093","848,087","745,718","521,338","419,597","338,261","208,188","110,709","53,599","21,474","5,614","4,266"
"부산광역시  (2600000000)","3,527,635","3,527,635","133,204","130,721","166,576","220,929","241,024","217,618","271,416","246,643","292,074","288,735","329,763","302,788","218,728","164,940","139,282","86,991","46,012","20,729","6,683","1,480","1,299"
"대구광역시  (2700000000)","2,501,588","2,501,588","102,513","108,592","142,330","180,415","176,322","146,225","183,825","183,694","226,719","224,025","227,212","179,790","130,680","94,589","86,649","58,111","30,873","13,332","4,326","906","460"
"인천광역시  (2800000000)","2,879,782","2,879,782","136,253","133,755","157,957","196,232","206,436","187,133","240,631","228,943","265,472","257,450","263,951","200,870","122,228","95,278","78,991","54,839","31,163","14,791","5,601","1,233","575"
"광주광역시  (2900000000)","1,472,910","1,472,910","70,889","76,086","97,957","118,116","105,866","90,524","117,815","117,030","133,580","123,573","116,876","89,325","63,399","51,426","43,555","29,172","16,404","7,481","2,923","643","270"
"대전광역시  (3000000000)","1,532,811","1,532,811","74,283","77,106","92,264","112,257","109,715","99,036","123,890","122,063","142,067","129,923","129,220","103,534","66,802","49,748","42,739","29,917","16,789","7,765","2,806","652","235"
"울산광역시  (3100000000)","1,156,480","1,156,480","58,151","55,585","68,095","87,560","82,436","70,728","95,324","89,609","107,368","110,209","107,264","81,750","50,880","33,045","26,381","16,616","9,299","4,303","1,486","282","109"
"세종특별자치시  (3600000000)","122,153","122,153","6,597","6,763","6,802","6,738","7,008","6,876","9,553","10,041","11,006","9,103","9,487","8,266","5,955","4,776","5,078","4,028","2,438","1,104","397","97","40"
"경기도  (4100000000)","12,234,630","12,234,630","617,839","633,737","733,691","847,111","819,534","756,605","1,012,245","1,026,762","1,201,794","1,087,138","1,036,626","779,947","486,078","391,838","340,393","239,992","131,505","60,878","23,251","5,144","2,522"
"강원도  (4200000000)","1,542,263","1,542,263","60,846","66,022","84,217","101,381","100,133","80,231","98,627","103,617","127,571","125,598","140,264","123,880","80,337","72,813","73,974","53,034","28,468","14,255","5,253","1,219","523"
"충청북도  (4300000000)","1,572,732","1,572,732","71,987","72,598","88,499","107,544","101,046","91,507","113,956","113,112","133,519","131,142","134,474","114,595","76,565","62,474","64,524","49,880","27,448","12,228","4,334","945","355"
"충청남도  (4400000000)","2,047,631","2,047,631","98,875","98,104","113,458","130,993","122,775","117,905","155,839","150,941","170,752","160,519","166,162","138,840","102,273","85,361","88,685","74,970","43,213","19,112","6,809","1,466","579"
"전라북도  (4500000000)","1,872,965","1,872,965","79,504","84,055","107,285","130,806","118,776","98,854","121,636","127,319","152,961","148,258","155,784","132,941","102,022","87,492","88,225","69,316","40,745","18,176","6,821","1,407","582"
"전라남도  (4600000000)","1,907,172","1,907,172","79,649","79,440","103,112","127,390","111,816","91,395","116,369","118,795","146,646","150,930","161,315","136,478","109,272","99,539","109,376","84,026","49,887","20,847","8,579","1,640","671"
"경상북도  (4700000000)","2,699,440","2,699,440","113,765","110,547","136,387","168,152","166,385","147,917","185,860","181,859","216,774","218,351","238,215","204,451","158,360","121,487","132,824","101,650","57,887","26,706","9,288","1,947","628"
"경상남도  (4800000000)","3,333,820","3,333,820","158,915","158,150","189,612","228,844","207,994","181,515","250,766","248,990","299,392","283,018","290,900","238,611","165,468","127,221","122,809","92,664","55,225","24,255","7,597","1,385","489"
"제주특별자치도  (5000000000)","593,806","593,806","29,293","31,373","38,270","42,925","37,554","30,797","41,537","43,256","55,129","50,212","48,470","39,402","26,283","24,264","21,291","16,369","10,123","3,869","2,602","597","190"
