"행정구역","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_0~4세","2015년_계_5~9세","2015년_계_10~14세","2015년_계_15~19세","2015년_계_20~24세","2015년_계_25~29세","2015년_계_30~34세","2015년_계_35~39세","2015년_계_40~44세","2015년_계_45~49세","2015년_계_50~54세","2015년_계_55~59세","2015년_계_60~64세","2015년_계_65~69세","2015년_계_70~74세","2015년_계_75~79세","2015년_계_80~84세","2015년_계_85~89세","2015년_계_90~94세","2015년_계_95~99세","2015년_계_100세 이상"
"전국  (0000000000)","51,529,338","51,529,338","2,266,781","2,334,907","2,459,825","3,257,264","3,557,583","3,141,465","3,731,387","3,939,579","4,396,186","4,462,807","4,289,141","4,035,650","2,881,662","2,191,617","1,789,894","1,386,543","838,507","386,703","134,214","31,414","16,209"
"서울특별시  (1100000000)","10,022,181","10,022,181","393,903","389,396","417,806","567,984","703,783","743,438","856,461","811,792","859,470","842,139","802,504","785,829","585,240","452,512","347,368","234,999","130,345","62,456","23,212","6,507","5,037"
"부산광역시  (2600000000)","3,513,777","3,513,777","134,998","132,229","143,261","202,242","245,043","211,471","241,664","252,294","276,171","292,047","301,339","318,364","248,024","184,875","140,328","99,313","54,727","24,401","7,782","1,715","1,489"
"대구광역시  (2700000000)","2,487,829","2,487,829","101,327","106,788","121,338","168,252","181,783","144,972","163,062","179,571","212,572","226,102","219,409","200,244","146,287","107,406","84,843","64,041","37,722","15,560","4,909","1,098","543"
"인천광역시  (2800000000)","2,925,815","2,925,815","134,903","136,855","139,884","184,646","213,377","188,736","222,012","233,886","255,538","260,567","261,515","232,604","148,387","107,447","81,709","60,438","36,796","17,854","6,434","1,526","701"
"광주광역시  (2900000000)","1,472,199","1,472,199","68,003","75,697","83,692","113,313","112,422","86,264","105,394","115,642","129,478","128,571","114,478","102,888","69,968","57,380","44,455","32,034","19,112","9,234","3,111","749","314"
"대전광역시  (3000000000)","1,518,775","1,518,775","70,857","74,192","79,698","105,266","113,564","97,185","111,031","117,689","132,671","134,337","124,085","114,579","78,093","56,188","43,897","32,239","19,856","9,149","3,192","726","281"
"울산광역시  (3100000000)","1,173,534","1,173,534","58,920","57,321","58,315","81,643","86,314","72,301","87,806","93,027","100,805","111,183","107,529","93,861","61,304","39,164","27,014","18,803","10,995","5,016","1,729","345","139"
"세종특별자치시  (3600000000)","210,884","210,884","14,725","15,100","12,586","10,812","11,419","11,624","18,411","21,614","21,362","16,008","13,541","12,331","8,952","6,662","5,637","4,714","3,178","1,540","541","93","34"
"경기도  (4100000000)","12,522,606","12,522,606","609,016","642,218","655,036","824,703","875,219","769,651","935,451","1,033,719","1,161,579","1,141,358","1,051,233","910,770","593,771","433,941","350,197","266,001","158,801","74,130","26,575","6,229","3,008"
"강원도  (4200000000)","1,549,507","1,549,507","58,478","64,797","73,116","97,957","105,312","79,490","89,571","100,183","121,077","129,330","131,762","137,524","99,239","72,213","72,123","59,607","33,023","16,519","6,146","1,432","608"
"충청북도  (4300000000)","1,583,952","1,583,952","69,901","72,418","76,761","102,867","107,314","89,142","105,015","111,243","126,615","135,518","132,416","127,854","92,075","66,119","62,229","52,357","33,110","14,581","4,940","1,037","440"
"충청남도  (4400000000)","2,077,649","2,077,649","97,179","100,057","100,964","128,250","128,585","115,648","144,176","152,733","166,754","166,354","163,567","155,290","116,878","95,903","84,428","76,011","52,160","22,599","7,721","1,712","680"
"전라북도  (4500000000)","1,869,711","1,869,711","76,412","83,412","93,142","124,671","124,468","94,230","109,611","122,906","147,620","151,915","148,692","146,891","112,217","98,716","83,782","71,225","48,181","22,256","7,039","1,686","639"
"전라남도  (4600000000)","1,908,996","1,908,996","78,080","80,062","87,829","122,128","118,818","87,733","106,660","118,160","138,998","152,732","154,778","154,126","117,055","107,180","100,599","90,223","55,564","26,626","8,906","1,986","753"
"경상북도  (4700000000)","2,702,826","2,702,826","112,990","110,404","116,851","160,476","169,489","141,894","168,433","179,124","206,070","222,443","228,788","227,993","178,237","136,584","122,051","107,712","69,146","30,749","10,399","2,259","734"
"경상남도  (4800000000)","3,364,702","3,364,702","156,768","161,099","164,918","219,369","218,532","176,262","226,407","250,407","284,047","296,920","282,918","268,960","194,076","143,306","117,531","99,271","63,697","28,801","9,153","1,664","596"
"제주특별자치도  (5000000000)","624,395","624,395","30,321","32,862","34,628","42,685","42,141","31,424","40,222","45,589","55,359","55,283","50,587","45,542","31,859","26,021","21,703","17,555","12,094","5,232","2,425","650","213"
