"행정구역","2015년_계_총인구수","2015년_계_연령구간인구수","2015년_계_0~4세","2015년_계_5~9세","2015년_계_10~14세","2015년_계_15~19세","2015년_계_20~24세","2015년_계_25~29세","2015년_계_30~34세","2015년_계_35~39세","2015년_계_40~44세","2015년_계_45~49세","2015년_계_50~54세","2015년_계_55~59세","2015년_계_60~64세","2015년_계_65~69세","2015년_계_70~74세","2015년_계_75~79세","2015년_계_80~84세","2015년_계_85~89세","2015년_계_90~94세","2015년_계_95~99세","2015년_계_100세 이상"
"부산광역시  (2600000000)","3,513,777","3,513,777","134,998","132,229","143,261","202,242","245,043","211,471","241,664","252,294","276,171","292,047","301,339","318,364","248,024","184,875","140,328","99,313","54,727","24,401","7,782","1,715","1,489"
"부산광역시 중구 (2611000000)","45,816","45,816","1,118","1,062","1,258","2,045","2,817","2,819","2,988","2,815","3,429","3,643","3,868","4,545","3,939","3,205","2,635","1,870","966","498","190","42","64"
"부산광역시 서구 (2614000000)","115,963","115,963","3,055","3,285","3,834","6,048","7,806","6,464","6,976","7,043","8,287","9,068","9,763","11,362","9,455","7,830","6,317","4,828","2,686","1,228","425","102","101"
"부산광역시 동구 (2617000000)","92,069","92,069","2,385","2,342","2,747","4,314","5,636","5,191","5,664","5,676","6,608","7,088","7,630","9,101","7,742","6,545","5,555","4,192","2,296","937","271","72","77"
"부산광역시 영도구 (2620000000)","129,385","129,385","3,444","3,793","4,379","6,651","8,015","6,823","7,454","7,871","9,282","10,120","10,992","13,011","11,131","9,060","7,423","5,336","2,763","1,257","395","87","98"
"부산광역시 부산진구 (2623000000)","381,572","381,572","13,873","12,965","13,590","19,637","27,364","26,154","28,898","27,858","29,373","30,025","31,675","34,347","27,234","20,515","16,214","11,787","6,204","2,649","818","189","203"
"부산광역시 동래구 (2626000000)","272,837","272,837","9,375","10,593","12,181","17,209","19,025","16,344","17,457","18,976","22,028","23,278","23,507","24,851","19,576","14,306","10,416","7,136","3,996","1,762","582","139","100"
"부산광역시 남구 (2629000000)","283,101","283,101","10,169","11,131","12,024","16,511","19,984","16,595","18,303","20,092","23,324","23,415","22,477","24,829","20,137","15,908","12,524","8,482","4,423","1,946","602","124","101"
"부산광역시 북구 (2632000000)","310,484","310,484","12,267","11,559","13,410","20,559","24,614","19,688","20,507","20,786","23,413","28,080","30,089","28,995","20,066","13,534","9,764","6,834","3,920","1,666","519","125","89"
"부산광역시 해운대구 (2635000000)","422,818","422,818","16,591","18,219","20,866","27,998","29,425","23,482","26,614","30,918","36,858","38,637","36,872","35,423","26,368","19,106","14,660","10,746","6,151","2,762","835","158","129"
"부산광역시 사하구 (2638000000)","337,781","337,781","13,526","12,978","14,188","20,638","24,073","20,028","23,917","24,353","26,271","28,574","30,156","31,313","23,377","16,601","11,961","8,266","4,466","2,115","699","140","141"
"부산광역시 금정구 (2641000000)","246,026","246,026","7,654","8,232","9,506","14,489","19,883","15,641","15,253","15,706","17,877","20,299","22,331","23,131","18,375","13,452","10,153","7,120","4,154","1,844","624","136","166"
"부산광역시 강서구 (2644000000)","94,608","94,608","7,248","5,269","3,721","3,786","4,586","5,395","9,571","9,461","7,392","6,273","6,787","7,723","5,967","4,015","2,997","2,139","1,302","693","205","49","29"
"부산광역시 연제구 (2647000000)","210,718","210,718","8,022","8,046","8,737","11,956","14,186","12,352","14,370","15,460","16,871","17,528","17,590","19,224","15,334","11,488","8,550","5,856","3,172","1,390","418","105","63"
"부산광역시 수영구 (2650000000)","179,795","179,795","6,138","5,575","6,331","9,178","11,967","11,834","13,695","13,166","13,537","13,780","14,407","16,545","13,947","11,010","7,901","5,544","3,160","1,500","442","87","51"
"부산광역시 사상구 (2653000000)","237,711","237,711","9,287","8,072","8,733","13,332","18,011","15,618","17,338","16,529","17,266","20,831","23,326","23,473","16,713","11,546","7,986","5,287","2,757","1,123","361","75","47"
"부산광역시 기장군 (2671000000)","153,093","153,093","10,846","9,108","7,756","7,891","7,651","7,043","12,659","15,584","14,355","11,408","9,869","10,491","8,663","6,754","5,272","3,890","2,311","1,031","396","85","30"
