"행정구역","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~4세","2021년_계_5~9세","2021년_계_10~14세","2021년_계_15~19세","2021년_계_20~24세","2021년_계_25~29세","2021년_계_30~34세","2021년_계_35~39세","2021년_계_40~44세","2021년_계_45~49세","2021년_계_50~54세","2021년_계_55~59세","2021년_계_60~64세","2021년_계_65~69세","2021년_계_70~74세","2021년_계_75~79세","2021년_계_80~84세","2021년_계_85~89세","2021년_계_90~94세","2021년_계_95~99세","2021년_계_100세 이상"
"전국  (1000000000)","9,461,695","9,461,695","575","2,159","3,641","29,538","430,620","1,050,516","899,101","675,305","635,117","668,729","790,285","830,402","943,652","741,816","545,595","467,096","406,088","238,150","83,215","17,096","2,999"
"서울특별시  (1100000000)","1,906,690","1,906,690","90","375","647","6,511","120,770","303,900","252,847","167,005","133,408","124,160","131,426","126,883","147,447","123,383","91,746","75,897","56,643","29,900","10,610","2,405","637"
"부산광역시  (2600000000)","615,618","615,618","27","94","168","1,665","32,219","61,106","49,480","37,133","36,863","38,671","47,366","51,547","67,418","60,322","46,092","36,407","29,137","14,465","4,499","809","130"
"대구광역시  (2700000000)","402,159","402,159","31","111","171","910","17,043","38,614","33,029","25,283","24,667","27,847","34,360","37,960","43,697","36,107","27,386","21,689","18,965","10,406","3,226","568","89"
"인천광역시  (2800000000)","487,849","487,849","33","143","176","1,167","19,268","51,331","46,708","36,767","36,001","37,641","43,312","46,523","51,359","38,193","25,901","21,571","17,065","10,052","3,639","839","160"
"광주광역시  (2900000000)","256,675","256,675","15","58","95","792","14,098","30,577","24,422","19,789","18,662","18,846","21,301","21,884","24,435","17,999","14,431","11,919","9,853","5,295","1,811","343","50"
"대전광역시  (3000000000)","273,933","273,933","23","70","87","1,197","20,985","40,105","29,459","19,768","17,628","17,937","21,182","21,141","24,787","19,091","13,344","10,959","8,882","5,154","1,753","334","47"
"울산광역시  (3100000000)","169,031","169,031","10","41","44","164","5,039","16,772","15,046","12,324","12,898","13,627","16,223","16,823","19,124","14,787","9,865","7,204","5,338","2,711","814","158","19"
"세종특별자치시  (3600000000)","53,562","53,562","1","16","16","115","2,514","8,372","8,107","5,368","4,466","4,075","4,182","3,684","3,953","2,901","1,886","1,481","1,274","804","286","56","5"
"경기도  (4100000000)","2,146,747","2,146,747","157","567","970","5,592","86,285","252,891","235,333","176,575","164,429","168,549","189,645","191,094","205,199","152,903","102,908","86,715","69,788","39,513","13,997","3,076","561"
"강원도  (4200000000)","327,770","327,770","19","59","80","1,334","15,150","26,902","19,921","15,870","17,485","21,388","29,221","33,982","40,227","31,111","20,606","20,664","18,623","10,194","3,902","920","112"
"충청북도  (4300000000)","329,471","329,471","24","86","170","1,325","14,116","35,199","26,650","20,280","19,462","22,483","28,997","32,018","36,030","26,962","17,993","17,295","16,166","10,115","3,390","609","101"
"충청남도  (4400000000)","431,533","431,533","27","112","158","1,340","18,095","40,783","34,654","28,128","27,718","29,999","37,611","40,464","45,310","33,613","25,985","22,963","22,483","15,566","5,318","1,054","152"
"전라북도  (4500000000)","366,791","366,791","16","58","108","1,068","13,226","26,418","21,927","18,887","20,202","24,587","31,805","35,881","40,974","32,181","27,694","24,835","23,999","16,009","5,700","1,036","180"
"전라남도  (4600000000)","413,950","413,950","28","69","156","1,202","10,880","25,790","20,740","19,522","22,108","27,363","36,551","42,473","46,705","35,137","31,485","31,253","33,015","20,138","7,552","1,557","226"
"경상북도  (4700000000)","558,483","558,483","31","121","340","2,714","19,382","39,772","33,806","29,333","31,364","36,820","47,935","55,251","63,963","52,017","40,172","35,642","36,261","23,473","8,182","1,642","262"
"경상남도  (4800000000)","591,541","591,541","35","148","222","2,220","17,430","41,681","37,934","34,338","37,640","42,703","54,527","58,750","69,450","55,351","41,421","35,025","33,479","20,664","7,073","1,275","175"
"제주특별자치도  (5000000000)","129,892","129,892","8","31","33","222","4,120","10,303","9,038","8,935","10,116","12,033","14,641","14,044","13,574","9,758","6,680","5,577","5,117","3,691","1,463","415","93"
