"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_남_10~19세","2019년_남_20~29세","2019년_남_30~39세","2019년_남_40~49세","2019년_남_50~59세","2019년_남_60~69세","2019년_남_70~79세","2019년_남_80~89세","2019년_남_90~99세","2019년_남_100세 이상","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2019년_여_10~19세","2019년_여_20~29세","2019년_여_30~39세","2019년_여_40~49세","2019년_여_50~59세","2019년_여_60~69세","2019년_여_70~79세","2019년_여_80~89세","2019년_여_90~99세","2019년_여_100세 이상"
"부산광역시 중구 (2611000000)","12,837","12,837","3","49","1,772","1,423","1,637","2,353","2,769","1,792","801","179","59","6,317","6,317","0","14","813","859","1,049","1,367","1,347","623","187","49","9","6,520","6,520","3","35","959","564","588","986","1,422","1,169","614","130","50"
"부산광역시 서구 (2614000000)","24,442","24,442","3","129","3,396","2,338","2,710","4,438","5,231","3,899","1,896","302","100","11,368","11,368","3","46","1,390","1,346","1,684","2,710","2,428","1,246","425","64","26","13,074","13,074","0","83","2,006","992","1,026","1,728","2,803","2,653","1,471","238","74"
"부산광역시 동구 (2617000000)","21,403","21,403","9","29","1,943","2,363","2,668","3,909","4,687","3,537","1,903","271","84","10,308","10,308","4","12","878","1,459","1,725","2,477","2,243","1,050","378","59","23","11,095","11,095","5","17","1,065","904","943","1,432","2,444","2,487","1,525","212","61"
"부산광역시 영도구 (2620000000)","22,459","22,459","6","64","1,346","1,621","2,589","4,410","5,485","4,449","2,092","301","96","10,831","10,831","4","37","821","1,043","1,697","2,806","2,599","1,291","444","60","29","11,628","11,628","2","27","525","578","892","1,604","2,886","3,158","1,648","241","67"
"부산광역시 부산진구 (2623000000)","70,508","70,508","4","263","13,327","10,762","8,840","11,115","12,467","8,771","4,184","589","186","32,554","32,554","2","114","5,658","6,055","5,215","6,399","5,560","2,520","856","139","36","37,954","37,954","2","149","7,669","4,707","3,625","4,716","6,907","6,251","3,328","450","150"
"부산광역시 동래구 (2626000000)","36,051","36,051","3","80","3,687","5,125","5,012","6,469","7,814","5,063","2,384","303","111","16,529","16,529","0","40","1,755","3,035","2,918","3,491","3,184","1,501","521","68","16","19,522","19,522","3","40","1,932","2,090","2,094","2,978","4,630","3,562","1,863","235","95"
"부산광역시 남구 (2629000000)","40,871","40,871","7","298","7,342","4,966","5,183","6,421","7,648","5,848","2,678","372","108","19,111","19,111","3","121","3,775","3,140","3,135","3,561","3,142","1,592","538","85","19","21,760","21,760","4","177","3,567","1,826","2,048","2,860","4,506","4,256","2,140","287","89"
"부산광역시 북구 (2632000000)","37,859","37,859","9","60","3,126","4,249","4,848","7,758","8,939","5,824","2,683","300","63","18,032","18,032","7","30","1,683","2,778","3,074","4,211","3,884","1,751","547","54","13","19,827","19,827","2","30","1,443","1,471","1,774","3,547","5,055","4,073","2,136","246","50"
"부산광역시 해운대구 (2635000000)","54,794","54,794","27","124","5,438","8,094","8,318","9,952","10,810","7,623","3,792","495","121","23,749","23,749","13","56","2,362","4,506","4,573","5,035","4,320","2,038","713","100","33","31,045","31,045","14","68","3,076","3,588","3,745","4,917","6,490","5,585","3,079","395","88"
"부산광역시 사하구 (2638000000)","48,953","48,953","17","223","5,540","5,905","6,597","9,523","10,588","6,877","3,137","409","137","24,769","24,769","10","100","3,196","3,955","4,349","5,582","4,682","2,124","659","84","28","24,184","24,184","7","123","2,344","1,950","2,248","3,941","5,906","4,753","2,478","325","109"
"부산광역시 금정구 (2641000000)","41,618","41,618","6","381","8,093","4,573","4,848","6,921","8,074","5,494","2,795","326","107","19,777","19,777","6","155","4,417","2,816","2,932","3,803","3,344","1,606","601","75","22","21,841","21,841","0","226","3,676","1,757","1,916","3,118","4,730","3,888","2,194","251","85"
"부산광역시 강서구 (2644000000)","18,730","18,730","3","44","2,095","3,710","3,029","3,524","3,512","1,852","801","131","29","11,572","11,572","1","26","1,375","2,789","2,193","2,310","1,930","760","159","21","8","7,158","7,158","2","18","720","921","836","1,214","1,582","1,092","642","110","21"
"부산광역시 연제구 (2647000000)","31,774","31,774","4","97","4,178","4,707","4,341","5,455","6,411","4,328","1,948","255","50","14,235","14,235","1","45","1,770","2,662","2,480","2,883","2,651","1,248","422","59","14","17,539","17,539","3","52","2,408","2,045","1,861","2,572","3,760","3,080","1,526","196","36"
"부산광역시 수영구 (2650000000)","33,145","33,145","8","107","5,954","5,917","4,519","4,836","5,609","3,965","1,936","245","49","14,443","14,443","4","46","2,579","3,266","2,466","2,405","2,114","1,121","388","45","9","18,702","18,702","4","61","3,375","2,651","2,053","2,431","3,495","2,844","1,548","200","40"
"부산광역시 사상구 (2653000000)","36,374","36,374","18","155","4,320","4,007","4,827","8,178","7,968","4,648","1,990","213","50","18,994","18,994","11","65","2,106","2,616","3,252","5,208","3,823","1,482","397","30","4","17,380","17,380","7","90","2,214","1,391","1,575","2,970","4,145","3,166","1,593","183","46"
"부산광역시 기장군 (2671000000)","23,975","23,975","3","47","2,213","3,635","3,779","4,393","4,761","3,301","1,585","234","24","12,107","12,107","1","25","1,256","2,420","2,364","2,489","2,102","1,097","307","41","5","11,868","11,868","2","22","957","1,215","1,415","1,904","2,659","2,204","1,278","193","19"
