"행정구역","2016년_계_총인구수","2016년_계_연령구간인구수","2016년_계_0~4세","2016년_계_5~9세","2016년_계_10~14세","2016년_계_15~19세","2016년_계_20~24세","2016년_계_25~29세","2016년_계_30~34세","2016년_계_35~39세","2016년_계_40~44세","2016년_계_45~49세","2016년_계_50~54세","2016년_계_55~59세","2016년_계_60~64세","2016년_계_65~69세","2016년_계_70~74세","2016년_계_75~79세","2016년_계_80~84세","2016년_계_85~89세","2016년_계_90~94세","2016년_계_95~99세","2016년_계_100세 이상"
"부산광역시 중구 (2611000000)","11,865","11,865","0","1","9","33","417","890","764","646","798","1,021","1,082","1,371","1,378","1,044","867","731","423","227","90","23","50"
"부산광역시 서구 (2614000000)","22,786","22,786","0","2","5","77","1,278","1,388","1,107","1,173","1,321","1,730","1,966","2,684","2,521","2,184","1,795","1,640","1,050","529","178","62","96"
"부산광역시 동구 (2617000000)","19,275","19,275","1","5","6","31","421","945","956","984","1,190","1,594","1,747","2,347","2,182","1,888","1,633","1,588","1,053","455","134","40","75"
"부산광역시 영도구 (2620000000)","20,904","20,904","1","2","11","59","553","686","736","946","1,197","1,657","1,862","2,628","2,633","2,227","1,983","1,841","1,100","499","148","59","76"
"부산광역시 부산진구 (2623000000)","63,831","63,831","0","5","9","185","3,996","6,131","5,440","4,604","4,367","4,981","4,944","6,564","6,060","4,794","4,073","3,783","2,295","1,023","304","93","180"
"부산광역시 동래구 (2626000000)","32,598","32,598","1","6","4","70","917","1,974","2,312","2,405","2,366","2,762","2,869","3,941","3,752","2,846","2,310","1,942","1,254","553","160","61","93"
"부산광역시 남구 (2629000000)","36,597","36,597","3","6","12","225","2,680","3,002","2,291","2,173","2,613","2,890","2,811","3,794","3,618","3,050","2,682","2,305","1,480","624","194","56","88"
"부산광역시 북구 (2632000000)","33,979","33,979","1","7","5","96","942","1,728","2,062","2,169","2,283","2,938","3,223","4,510","4,029","3,043","2,579","2,163","1,445","548","117","35","56"
"부산광역시 해운대구 (2635000000)","48,784","48,784","3","18","26","102","1,277","2,956","3,669","3,864","3,961","4,472","4,331","5,271","5,082","4,066","3,340","3,077","1,964","883","258","58","106"
"부산광역시 사하구 (2638000000)","42,702","42,702","1","14","10","127","1,556","2,508","2,851","2,903","2,993","3,833","4,070","5,193","4,849","3,613","2,943","2,600","1,519","696","228","59","136"
"부산광역시 금정구 (2641000000)","35,952","35,952","0","9","8","316","3,125","2,898","2,149","2,051","2,296","2,772","2,982","3,827","3,698","2,870","2,385","2,227","1,426","609","164","44","96"
"부산광역시 강서구 (2644000000)","14,785","14,785","1","3","0","30","332","943","1,472","1,280","1,116","1,303","1,459","1,870","1,589","1,078","840","703","441","221","54","24","26"
"부산광역시 연제구 (2647000000)","26,902","26,902","1","3","7","77","950","1,792","1,984","1,812","1,970","2,388","2,300","3,196","3,057","2,263","1,835","1,589","1,009","455","124","48","42"
"부산광역시 수영구 (2650000000)","28,312","28,312","1","3","12","78","1,208","2,714","2,744","2,380","2,055","2,333","2,139","2,869","2,679","2,179","1,737","1,502","994","503","112","34","36"
"부산광역시 사상구 (2653000000)","32,468","32,468","3","19","3","109","1,165","1,701","1,937","2,129","2,446","3,244","3,607","4,372","3,628","2,776","2,026","1,738","1,015","387","96","21","46"
"부산광역시 기장군 (2671000000)","19,069","19,069","0","0","6","27","355","1,054","1,389","1,595","1,582","1,695","1,684","2,185","2,017","1,667","1,326","1,139","776","370","139","37","26"
