"행정구역","2012년_계_총인구수","2012년_계_연령구간인구수","2012년_계_0~4세","2012년_계_5~9세","2012년_계_10~14세","2012년_계_15~19세","2012년_계_20~24세","2012년_계_25~29세","2012년_계_30~34세","2012년_계_35~39세","2012년_계_40~44세","2012년_계_45~49세","2012년_계_50~54세","2012년_계_55~59세","2012년_계_60~64세","2012년_계_65~69세","2012년_계_70~74세","2012년_계_75~79세","2012년_계_80~84세","2012년_계_85~89세","2012년_계_90~94세","2012년_계_95~99세","2012년_계_100세 이상"
"전국  (0000000000)","50,948,272","50,948,272","2,321,293","2,347,418","2,955,976","3,491,303","3,319,540","3,307,408","4,062,598","4,106,345","4,639,747","4,196,411","4,405,468","3,386,102","2,428,603","1,899,933","1,774,343","1,196,000","663,632","301,459","106,586","25,450","12,657"
"서울특별시  (1100000000)","10,195,318","10,195,318","417,106","408,881","510,946","635,563","683,987","804,957","943,732","858,510","926,040","809,739","862,811","713,525","513,938","401,794","326,428","193,611","104,821","50,315","19,298","5,390","3,926"
"부산광역시  (2600000000)","3,538,484","3,538,484","132,653","132,781","177,306","230,016","237,793","228,981","272,275","257,083","297,400","286,169","339,007","289,914","214,907","156,443","133,545","81,272","43,465","18,917","5,895","1,479","1,183"
"대구광역시  (2700000000)","2,505,644","2,505,644","103,360","111,483","150,583","185,785","172,734","153,239","183,874","194,420","232,063","218,113","225,835","172,285","127,718","89,825","83,681","54,550","28,719","12,212","3,868","880","417"
"인천광역시  (2800000000)","2,843,981","2,843,981","135,572","133,915","164,769","202,477","199,199","190,979","235,263","235,828","266,693","251,593","261,252","182,204","117,178","89,855","76,637","50,974","29,237","13,789","4,897","1,158","512"
"광주광역시  (2900000000)","1,469,216","1,469,216","71,734","77,910","103,494","119,385","102,066","95,516","117,306","122,002","134,802","119,678","115,124","82,588","62,879","48,397","43,021","27,320","15,460","7,100","2,591","576","267"
"대전광역시  (3000000000)","1,524,583","1,524,583","74,414","77,850","96,823","114,005","106,841","102,604","123,205","127,506","142,919","123,937","129,655","96,883","64,962","46,849","41,868","28,060","15,660","7,247","2,454","616","225"
"울산광역시  (3100000000)","1,147,256","1,147,256","57,763","55,884","72,619","89,891","79,375","72,407","93,816","92,413","110,415","106,686","106,492","75,651","48,108","30,532","25,179","15,593","8,701","4,025","1,308","296","102"
"세종특별자치시  (3600000000)","113,117","113,117","6,079","5,953","6,471","6,256","6,458","6,369","8,765","9,547","9,718","8,075","9,046","7,474","5,692","4,556","5,064","3,850","2,263","1,007","352","83","39"
"경기도  (4100000000)","12,093,299","12,093,299","623,343","635,232","763,234","855,916","788,816","773,284","1,001,797","1,069,274","1,203,191","1,046,279","1,020,950","710,465","466,276","372,403","332,927","223,672","122,147","56,458","20,480","4,856","2,299"
"강원도  (4200000000)","1,538,630","1,538,630","61,967","67,693","89,231","102,346","97,252","83,464","99,373","109,423","129,553","122,500","142,147","114,821","77,166","72,333","73,834","48,952","26,927","13,337","4,671","1,162","478"
"충청북도  (4300000000)","1,565,628","1,565,628","72,631","73,339","93,833","109,219","98,184","95,203","113,083","118,936","135,061","125,059","136,202","106,162","73,471","60,934","64,505","47,887","25,345","11,349","3,991","923","311"
"충청남도  (4400000000)","2,028,777","2,028,777","99,303","97,493","118,763","131,780","119,869","122,265","153,366","155,824","170,422","152,903","166,081","129,202","101,666","81,879","90,394","72,058","40,050","17,484","6,102","1,331","542"
"전라북도  (4500000000)","1,873,341","1,873,341","80,571","85,602","113,823","132,153","116,194","104,246","122,650","134,017","154,629","143,360","155,349","125,248","101,913","84,112","89,843","66,807","38,154","16,840","5,992","1,316","522"
"전라남도  (4600000000)","1,909,618","1,909,618","80,536","80,964","109,966","128,743","109,135","96,837","116,592","124,720","149,434","148,814","160,066","126,462","110,825","97,445","112,811","79,427","47,209","20,017","7,368","1,630","617"
"경상북도  (4700000000)","2,698,353","2,698,353","114,550","112,349","144,291","171,791","164,304","154,787","186,221","191,284","221,540","212,501","237,300","195,873","154,043","118,081","131,993","97,170","54,500","24,828","8,514","1,854","579"
"경상남도  (4800000000)","3,319,314","3,319,314","160,721","158,668","200,477","232,710","202,037","190,508","250,711","260,543","301,357","272,206","291,519","221,445","161,581","121,333","121,570","88,818","52,168","22,469","6,703","1,318","452"
"제주특별자치도  (5000000000)","583,713","583,713","28,990","31,421","39,347","43,267","35,296","31,762","40,569","45,015","54,510","48,799","46,632","35,900","26,280","23,162","21,043","15,979","8,806","4,065","2,102","582","186"
