"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~4세","2019년_계_5~9세","2019년_계_10~14세","2019년_계_15~19세","2019년_계_20~24세","2019년_계_25~29세","2019년_계_30~34세","2019년_계_35~39세","2019년_계_40~44세","2019년_계_45~49세","2019년_계_50~54세","2019년_계_55~59세","2019년_계_60~64세","2019년_계_65~69세","2019년_계_70~74세","2019년_계_75~79세","2019년_계_80~84세","2019년_계_85~89세","2019년_계_90~94세","2019년_계_95~99세","2019년_계_100세 이상"
"전국  (1000000000)","8,488,621","8,488,621","658","2,288","3,247","32,813","365,957","835,441","720,871","655,204","579,614","700,255","734,990","831,817","819,020","588,830","490,888","465,583","365,274","194,676","68,840","17,831","14,524"
"서울특별시  (1100000000)","1,754,933","1,754,933","128","446","655","8,362","105,691","253,490","208,922","162,597","123,304","134,951","124,520","133,584","138,331","102,683","88,606","74,491","50,951","25,281","9,984","3,348","4,608"
"부산광역시  (2600000000)","555,793","555,793","23","107","140","2,010","26,637","47,133","37,289","36,106","32,533","41,212","44,804","54,851","62,770","50,003","40,722","36,549","24,969","11,636","3,924","1,001","1,374"
"대구광역시  (2700000000)","358,352","358,352","26","98","135","910","13,925","30,209","25,743","24,256","22,780","29,468","32,064","37,932","38,290","29,164","23,085","22,002","16,571","8,094","2,531","567","502"
"인천광역시  (2800000000)","430,821","430,821","42","131","153","1,100","16,497","39,020","35,136","35,301","32,589","39,665","40,599","46,336","43,956","28,607","23,580","20,301","15,254","8,066","3,097","793","598"
"광주광역시  (2900000000)","224,995","224,995","23","57","92","821","11,008","23,125","20,110","19,474","16,879","19,000","19,368","21,511","20,233","14,453","12,674","11,576","8,371","4,173","1,430","340","277"
"대전광역시  (3000000000)","239,247","239,247","27","78","76","1,301","16,945","31,208","23,462","18,669","15,967","18,459","19,160","21,589","21,475","14,772","11,448","10,547","7,951","4,102","1,425","368","218"
"울산광역시  (3100000000)","150,941","150,941","9","41","34","208","4,365","13,078","12,685","12,807","11,955","14,319","14,929","16,544","16,372","11,252","8,102","6,708","4,444","2,120","699","164","106"
"세종특별자치시  (3600000000)","43,719","43,719","3","16","11","129","2,148","6,143","5,833","4,555","3,616","3,787","3,463","3,528","3,171","2,152","1,570","1,455","1,158","660","238","54","29"
"경기도  (4100000000)","1,886,202","1,886,202","167","603","841","5,641","69,506","195,235","180,335","166,982","147,681","174,211","174,297","188,564","175,673","117,031","94,572","82,961","61,909","32,093","11,895","3,221","2,784"
"강원도  (4200000000)","304,301","304,301","21","46","108","2,034","15,405","22,462","16,399","15,919","16,833","22,809","28,333","34,820","34,721","24,014","20,060","20,927","16,215","8,424","3,322","861","568"
"충청북도  (4300000000)","292,456","292,456","24","103","158","1,499","12,868","27,028","21,097","19,230","18,014","23,029","27,230","31,006","29,983","20,267","16,475","17,421","15,161","8,144","2,741","604","374"
"충청남도  (4400000000)","391,284","391,284","34","116","124","1,662","16,101","33,769","29,994","27,501","25,027","30,990","34,530","40,551","37,425","26,807","22,632","23,598","21,871","12,645","4,274","1,021","612"
"전라북도  (4500000000)","327,085","327,085","27","69","113","1,268","10,612","19,618","17,300","18,381","18,945","25,450","29,299","34,811","34,302","26,247","24,042","25,082","22,556","13,035","4,395","972","561"
"전라남도  (4600000000)","376,808","376,808","27","78","145","1,502","9,894","20,304","17,262","19,647","20,699","28,606","34,290","40,707","38,356","29,367","28,553","32,800","29,885","16,829","5,796","1,477","584"
"경상북도  (4700000000)","501,690","501,690","35","121","262","2,222","16,312","32,146","29,269","29,260","28,886","37,080","44,830","53,830","53,486","41,498","33,625","37,796","33,554","18,917","6,475","1,452","634"
"경상남도  (4800000000)","530,845","530,845","30","157","165","1,844","14,357","33,120","32,502","35,262","34,305","44,181","49,887","58,044","58,710","43,063","35,105","36,001","29,852","17,174","5,469","1,105","512"
"제주특별자치도  (5000000000)","119,149","119,149","12","21","35","300","3,686","8,353","7,533","9,257","9,601","13,038","13,387","13,609","11,766","7,450","6,037","5,368","4,602","3,283","1,145","483","183"
