"행정구역","2014년_계_총인구수","2014년_계_연령구간인구수","2014년_계_0~4세","2014년_계_5~9세","2014년_계_10~14세","2014년_계_15~19세","2014년_계_20~24세","2014년_계_25~29세","2014년_계_30~34세","2014년_계_35~39세","2014년_계_40~44세","2014년_계_45~49세","2014년_계_50~54세","2014년_계_55~59세","2014년_계_60~64세","2014년_계_65~69세","2014년_계_70~74세","2014년_계_75~79세","2014년_계_80~84세","2014년_계_85~89세","2014년_계_90~94세","2014년_계_95~99세","2014년_계_100세 이상"
"부산광역시  (2600000000)","3,519,401","3,519,401","134,814","128,953","156,351","210,418","242,996","213,901","257,882","246,934","285,554","290,933","317,225","313,172","228,152","173,653","141,804","93,770","49,767","22,961","7,208","1,546","1,407"
"부산광역시 중구 (2611000000)","46,737","46,737","1,214","1,077","1,465","2,122","2,806","2,857","3,322","2,972","3,618","3,693","4,097","4,645","3,695","3,041","2,675","1,780","890","487","180","39","62"
"부산광역시 서구 (2614000000)","118,115","118,115","3,116","3,258","4,316","6,502","7,725","6,661","7,776","6,963","8,829","9,159","10,628","11,230","9,050","7,447","6,614","4,583","2,508","1,168","400","83","99"
"부산광역시 동구 (2617000000)","94,565","94,565","2,532","2,402","3,123","4,720","5,669","5,308","6,353","5,888","6,966","7,195","8,355","9,146","7,415","6,288","5,784","4,036","2,085","919","245","71","65"
"부산광역시 영도구 (2620000000)","132,102","132,102","3,635","3,785","4,971","7,007","8,155","7,257","8,227","7,991","9,772","10,306","11,891","13,129","10,339","8,731","7,598","5,063","2,510","1,176","373","90","96"
"부산광역시 부산진구 (2623000000)","387,378","387,378","14,554","12,941","15,117","20,674","27,334","26,678","31,402","27,829","30,694","30,332","33,615","34,282","25,149","19,581","16,665","11,127","5,736","2,500","805","168","195"
"부산광역시 동래구 (2626000000)","275,971","275,971","9,564","10,292","13,202","17,936","19,219","16,634","19,116","18,978","22,585","23,268","25,061","24,841","18,230","13,492","10,648","6,802","3,659","1,665","560","115","104"
"부산광역시 남구 (2629000000)","286,989","286,989","10,649","10,826","13,125","16,991","19,773","17,330","20,291","20,369","24,161","23,035","24,105","24,918","19,024","15,200","12,701","7,945","3,949","1,846","551","104","96"
"부산광역시 북구 (2632000000)","306,974","306,974","11,754","11,426","14,834","21,460","24,186","19,271","20,913","20,104","24,377","28,349","31,044","27,234","17,965","12,195","9,702","6,411","3,497","1,599","473","99","81"
"부산광역시 해운대구 (2635000000)","423,531","423,531","16,840","18,262","22,765","28,883","29,153","23,335","28,396","30,838","38,652","38,142","38,030","34,485","23,780","18,021","14,629","10,170","5,549","2,563","757","159","122"
"부산광역시 사하구 (2638000000)","343,371","343,371","14,164","12,981","15,780","21,673","24,254","20,884","26,385","24,330","27,679","28,748","32,078","30,757","21,449","15,544","11,857","7,797","4,097","2,004","644","131","135"
"부산광역시 금정구 (2641000000)","249,856","249,856","7,947","8,223","10,676","15,395","19,701","15,893","16,876","15,674","18,878","20,635","23,749","23,164","16,955","12,670","10,231","6,776","3,813","1,757","560","121","162"
"부산광역시 강서구 (2644000000)","79,619","79,619","5,218","3,849","3,276","3,392","4,042","4,536","7,657","7,040","6,147","5,425","6,474","6,954","5,016","3,528","2,986","1,970","1,243","615","180","46","25"
"부산광역시 연제구 (2647000000)","208,012","208,012","7,693","7,670","9,323","12,075","13,804","12,471","15,250","14,533","17,198","17,240","18,318","18,931","14,109","10,747","8,549","5,509","2,811","1,259","388","79","55"
"부산광역시 수영구 (2650000000)","178,480","178,480","6,004","5,570","6,863","9,618","11,721","11,598","14,112","12,611","14,026","13,411","15,166","16,644","12,870","10,310","8,013","5,146","2,897","1,396","377","85","42"
"부산광역시 사상구 (2653000000)","242,953","242,953","9,631","8,158","9,929","14,456","18,173","16,314","18,771","16,698","18,522","21,530","24,784","22,826","15,449","10,674","7,984","5,039","2,457","1,074","354","87","43"
"부산광역시 기장군 (2671000000)","144,748","144,748","10,299","8,233","7,586","7,514","7,281","6,874","13,035","14,116","13,450","10,465","9,830","9,986","7,657","6,184","5,168","3,616","2,066","933","361","69","25"
