"행정구역","2023년_계_총인구수","2023년_계_연령구간인구수","2023년_계_0~9세","2023년_계_10~19세","2023년_계_20~29세","2023년_계_30~39세","2023년_계_40~49세","2023년_계_50~59세","2023년_계_60~69세","2023년_계_70~79세","2023년_계_80~89세","2023년_계_90~99세","2023년_계_100세 이상","2023년_남_총인구수","2023년_남_연령구간인구수","2023년_남_0~9세","2023년_남_10~19세","2023년_남_20~29세","2023년_남_30~39세","2023년_남_40~49세","2023년_남_50~59세","2023년_남_60~69세","2023년_남_70~79세","2023년_남_80~89세","2023년_남_90~99세","2023년_남_100세 이상","2023년_여_총인구수","2023년_여_연령구간인구수","2023년_여_0~9세","2023년_여_10~19세","2023년_여_20~29세","2023년_여_30~39세","2023년_여_40~49세","2023년_여_50~59세","2023년_여_60~69세","2023년_여_70~79세","2023년_여_80~89세","2023년_여_90~99세","2023년_여_100세 이상"
"전국  (1000000000)","9,935,600","9,935,600","2,647","37,853","1,514,375","1,676,420","1,284,458","1,634,244","1,832,276","1,093,086","735,618","121,377","3,246","5,114,354","5,114,354","1,318","18,180","773,591","1,058,712","828,604","985,592","906,245","373,936","148,686","18,983","507","4,821,246","4,821,246","1,329","19,673","740,784","617,708","455,854","648,652","926,031","719,150","586,932","102,394","2,739"
"서울특별시  (1100000000)","1,988,235","1,988,235","465","8,839","448,541","455,008","252,242","252,006","277,359","178,107","100,455","14,752","461","954,572","954,572","238","3,499","192,367","251,692","143,326","147,398","131,053","59,053","23,090","2,743","113","1,033,663","1,033,663","227","5,340","256,174","203,316","108,916","104,608","146,306","119,054","77,365","12,009","348"
"부산광역시  (2600000000)","650,239","650,239","108","2,289","98,494","92,522","74,349","98,673","133,642","91,487","51,944","6,599","132","306,210","306,210","55","928","46,095","55,321","45,714","56,737","60,517","29,054","10,624","1,139","26","344,029","344,029","53","1,361","52,399","37,201","28,635","41,936","73,125","62,433","41,320","5,460","106"
"대구광역시  (2700000000)","432,375","432,375","136","1,354","58,008","62,433","51,062","74,116","88,640","55,558","35,799","5,173","96","206,775","206,775","57","599","28,341","40,150","32,176","42,017","39,043","16,777","6,811","792","12","225,600","225,600","79","755","29,667","22,283","18,886","32,099","49,597","38,781","28,988","4,381","84"
"인천광역시  (2800000000)","520,954","520,954","193","1,497","70,452","92,216","74,116","91,110","100,101","53,245","32,206","5,634","184","276,525","276,525","87","726","36,824","59,364","48,813","55,316","48,764","18,725","7,023","854","29","244,429","244,429","106","771","33,628","32,852","25,303","35,794","51,337","34,520","25,183","4,780","155"
"광주광역시  (2900000000)","270,682","270,682","73","826","44,507","46,240","37,647","44,921","47,299","28,416","18,036","2,646","71","136,588","136,588","41","345","22,092","29,195","24,717","25,879","21,237","9,051","3,602","421","8","134,094","134,094","32","481","22,415","17,045","12,930","19,042","26,062","19,365","14,434","2,225","63"
"대전광역시  (3000000000)","292,285","292,285","83","1,633","65,716","52,886","35,232","43,449","47,357","26,644","16,584","2,633","68","150,707","150,707","50","751","33,405","33,932","22,358","25,167","21,835","9,040","3,662","501","6","141,578","141,578","33","882","32,311","18,954","12,874","18,282","25,522","17,604","12,922","2,132","62"
"울산광역시  (3100000000)","179,471","179,471","43","267","22,288","28,484","26,504","33,964","37,065","19,731","9,859","1,243","23","101,651","101,651","21","135","14,153","20,648","18,757","20,846","17,802","7,025","2,082","180","2","77,820","77,820","22","132","8,135","7,836","7,747","13,118","19,263","12,706","7,777","1,063","21"
"세종특별자치시  (3600000000)","55,882","55,882","13","166","10,355","14,291","8,729","8,082","7,553","3,843","2,397","440","13","29,540","29,540","5","68","5,061","8,855","5,312","4,574","3,689","1,382","514","79","1","26,342","26,342","8","98","5,294","5,436","3,417","3,508","3,864","2,461","1,883","361","12"
"경기도  (4100000000)","2,234,805","2,234,805","710","6,568","326,222","435,116","328,490","384,459","393,148","210,425","128,205","20,856","606","1,230,157","1,230,157","352","3,189","182,025","289,079","216,942","235,318","196,077","74,197","29,127","3,721","130","1,004,648","1,004,648","358","3,379","144,197","146,037","111,548","149,141","197,071","136,228","99,078","17,135","476"
"충청북도  (4300000000)","348,739","348,739","96","1,773","50,480","50,924","41,693","61,394","69,642","38,124","29,521","4,991","101","187,552","187,552","50","903","29,102","35,429","28,101","37,158","36,077","13,720","6,177","823","12","161,187","161,187","46","870","21,378","15,495","13,592","24,236","33,565","24,404","23,344","4,168","89"
"충청남도  (4400000000)","460,618","460,618","145","2,132","61,588","66,909","58,741","80,862","88,833","51,333","41,773","8,101","201","253,700","253,700","76","1,067","35,624","47,469","41,787","51,143","47,827","18,847","8,479","1,354","27","206,918","206,918","69","1,065","25,964","19,440","16,954","29,719","41,006","32,486","33,294","6,747","174"
"전라북도  (4500000000)","387,076","387,076","76","1,069","41,543","43,013","43,798","69,338","81,570","53,760","44,405","8,297","207","193,507","193,507","35","596","22,435","27,869","29,777","42,888","42,261","18,592","7,835","1,191","28","193,569","193,569","41","473","19,108","15,144","14,021","26,450","39,309","35,168","36,570","7,106","179"
"전라남도  (4600000000)","428,967","428,967","91","1,148","35,666","41,356","47,651","79,887","91,883","62,938","57,478","10,557","312","217,806","217,806","44","599","20,750","27,968","33,784","51,764","50,819","21,714","9,079","1,256","29","211,161","211,161","47","549","14,916","13,388","13,867","28,123","41,064","41,224","48,399","9,301","283"
