"행정구역","2021년_계_총인구수","2021년_계_연령구간인구수","2021년_계_0~9세","2021년_계_10~19세","2021년_계_20~29세","2021년_계_30~39세","2021년_계_40~49세","2021년_계_50~59세","2021년_계_60~69세","2021년_계_70~79세","2021년_계_80~89세","2021년_계_90~99세","2021년_계_100세 이상","2021년_남_총인구수","2021년_남_연령구간인구수","2021년_남_0~9세","2021년_남_10~19세","2021년_남_20~29세","2021년_남_30~39세","2021년_남_40~49세","2021년_남_50~59세","2021년_남_60~69세","2021년_남_70~79세","2021년_남_80~89세","2021년_남_90~99세","2021년_남_100세 이상","2021년_여_총인구수","2021년_여_연령구간인구수","2021년_여_0~9세","2021년_여_10~19세","2021년_여_20~29세","2021년_여_30~39세","2021년_여_40~49세","2021년_여_50~59세","2021년_여_60~69세","2021년_여_70~79세","2021년_여_80~89세","2021년_여_90~99세","2021년_여_100세 이상"
"부산광역시 중구 (2611000000)","14,166","14,166","1","51","2,493","1,894","1,599","2,279","2,960","1,842","899","147","1","6,893","6,893","0","15","1,072","1,104","1,008","1,361","1,478","633","190","32","0","7,273","7,273","1","36","1,421","790","591","918","1,482","1,209","709","115","1"
"부산광역시 서구 (2614000000)","25,123","25,123","3","109","3,988","2,483","2,591","3,973","5,516","3,960","2,204","293","3","11,563","11,563","2","39","1,581","1,427","1,640","2,460","2,603","1,292","480","38","1","13,560","13,560","1","70","2,407","1,056","951","1,513","2,913","2,668","1,724","255","2"
"부산광역시 동구 (2617000000)","23,211","23,211","8","46","2,564","2,888","2,634","3,867","5,049","3,645","2,187","317","6","11,073","11,073","3","18","1,118","1,695","1,686","2,437","2,525","1,145","396","49","1","12,138","12,138","5","28","1,446","1,193","948","1,430","2,524","2,500","1,791","268","5"
"부산광역시 영도구 (2620000000)","23,803","23,803","4","39","1,785","1,926","2,478","4,200","6,057","4,571","2,478","251","14","11,545","11,545","4","22","1,035","1,229","1,593","2,730","3,010","1,380","497","44","1","12,258","12,258","0","17","750","697","885","1,470","3,047","3,191","1,981","207","13"
"부산광역시 부산진구 (2623000000)","78,075","78,075","3","244","16,805","12,910","9,034","10,984","13,682","8,877","4,966","559","11","35,843","35,843","0","89","6,926","7,281","5,251","6,435","6,119","2,644","998","98","2","42,232","42,232","3","155","9,879","5,629","3,783","4,549","7,563","6,233","3,968","461","9"
"부산광역시 동래구 (2626000000)","40,390","40,390","6","75","4,995","6,151","5,154","6,423","8,856","5,531","2,823","366","10","18,370","18,370","4","32","2,244","3,633","3,031","3,521","3,594","1,631","605","73","2","22,020","22,020","2","43","2,751","2,518","2,123","2,902","5,262","3,900","2,218","293","8"
"부산광역시 남구 (2629000000)","44,777","44,777","9","259","9,179","5,638","5,073","6,371","8,429","6,150","3,256","401","12","20,844","20,844","3","107","4,625","3,517","3,123","3,594","3,485","1,656","651","81","2","23,933","23,933","6","152","4,554","2,121","1,950","2,777","4,944","4,494","2,605","320","10"
"부산광역시 북구 (2632000000)","41,799","41,799","6","66","3,652","5,094","4,899","7,651","10,481","6,331","3,253","362","4","19,936","19,936","5","28","1,912","3,364","3,118","4,264","4,558","1,951","676","60","0","21,863","21,863","1","38","1,740","1,730","1,781","3,387","5,923","4,380","2,577","302","4"
"부산광역시 해운대구 (2635000000)","60,095","60,095","25","103","6,704","8,990","8,595","10,069","12,245","8,192","4,556","597","19","25,918","25,918","10","57","2,895","5,054","4,688","5,136","4,848","2,243","866","114","7","34,177","34,177","15","46","3,809","3,936","3,907","4,933","7,397","5,949","3,690","483","12"
"부산광역시 사하구 (2638000000)","53,404","53,404","8","178","6,784","6,456","6,679","9,369","12,208","7,549","3,729","436","8","26,859","26,859","5","78","3,745","4,278","4,422","5,571","5,532","2,381","765","81","1","26,545","26,545","3","100","3,039","2,178","2,257","3,798","6,676","5,168","2,964","355","7"
"부산광역시 금정구 (2641000000)","45,670","45,670","6","253","9,674","5,535","4,752","6,843","9,112","5,840","3,276","372","7","21,952","21,952","5","109","5,207","3,453","2,874","3,836","3,935","1,776","701","56","0","23,718","23,718","1","144","4,467","2,082","1,878","3,007","5,177","4,064","2,575","316","7"
"부산광역시 강서구 (2644000000)","22,827","22,827","1","42","3,234","4,872","3,603","3,806","4,214","2,021","900","129","5","13,880","13,880","0","24","1,966","3,489","2,645","2,437","2,261","861","180","17","0","8,947","8,947","1","18","1,268","1,383","958","1,369","1,953","1,160","720","112","5"
"부산광역시 연제구 (2647000000)","35,220","35,220","2","83","5,086","5,489","4,425","5,466","7,286","4,664","2,416","298","5","15,684","15,684","2","41","2,091","3,150","2,524","2,859","3,051","1,403","518","45","0","19,536","19,536","0","42","2,995","2,339","1,901","2,607","4,235","3,261","1,898","253","5"
"부산광역시 수영구 (2650000000)","38,195","38,195","7","81","7,713","7,202","4,806","4,966","6,457","4,295","2,358","296","14","16,578","16,578","2","33","3,151","3,977","2,615","2,543","2,469","1,222","503","60","3","21,617","21,617","5","48","4,562","3,225","2,191","2,423","3,988","3,073","1,855","236","11"
"부산광역시 사상구 (2653000000)","40,997","40,997","27","158","5,814","4,873","4,931","7,845","9,468","5,268","2,400","211","2","21,183","21,183","15","73","2,859","3,132","3,286","5,076","4,581","1,658","476","27","0","19,814","19,814","12","85","2,955","1,741","1,645","2,769","4,887","3,610","1,924","184","2"
"부산광역시 기장군 (2671000000)","27,866","27,866","5","46","2,855","4,212","4,281","4,801","5,720","3,763","1,901","273","9","14,063","14,063","2","20","1,534","2,785","2,671","2,775","2,542","1,273","405","55","1","13,803","13,803","3","26","1,321","1,427","1,610","2,026","3,178","2,490","1,496","218","8"
