"행정구역","2011년_계_총인구수","2011년_계_연령구간인구수","2011년_계_0~4세","2011년_계_5~9세","2011년_계_10~14세","2011년_계_15~19세","2011년_계_20~24세","2011년_계_25~29세","2011년_계_30~34세","2011년_계_35~39세","2011년_계_40~44세","2011년_계_45~49세","2011년_계_50~54세","2011년_계_55~59세","2011년_계_60~64세","2011년_계_65~69세","2011년_계_70~74세","2011년_계_75~79세","2011년_계_80~84세","2011년_계_85~89세","2011년_계_90~94세","2011년_계_95~99세","2011년_계_100세 이상"
"부산광역시  (2600000000)","3,550,963","3,550,963","131,652","133,670","190,240","239,260","233,065","247,517","270,770","265,805","300,607","294,746","341,069","279,227","205,292","153,662","122,468","76,220","40,658","17,352","5,197","1,408","1,078"
"부산광역시 중구 (2611000000)","48,686","48,686","1,299","1,269","1,926","2,527","2,722","3,288","3,557","3,532","3,878","3,825","4,750","4,409","3,491","2,931","2,415","1,428","844","396","116","34","49"
"부산광역시 서구 (2614000000)","123,718","123,718","3,227","3,642","5,654","7,540","7,590","8,241","8,519","8,096","9,681","9,570","12,194","10,717","8,767","7,013","5,987","3,839","2,089","910","287","70","85"
"부산광역시 동구 (2617000000)","100,420","100,420","2,881","2,712","4,198","5,713","5,643","6,833","7,369","6,927","7,638","7,591","9,589","8,678","7,332","6,134","5,180","3,327","1,694","662","193","76","50"
"부산광역시 영도구 (2620000000)","143,205","143,205","4,184","4,415","6,677","8,456","8,440","9,626","10,002","9,847","11,032","11,096","14,132","12,600","10,121","8,227","6,786","4,063","2,139","932","283","69","78"
"부산광역시 부산진구 (2623000000)","395,044","395,044","14,841","13,876","18,684","23,978","26,361","30,711","32,728","30,579","31,778","30,996","37,136","31,033","23,265","17,763","14,965","9,004","4,552","1,910","585","153","146"
"부산광역시 동래구 (2626000000)","283,742","283,742","9,910","10,689","16,150","20,366","19,116","19,519","20,984","20,913","24,007","23,673","27,703","22,808","16,456","11,813","9,081","5,610","2,990","1,352","424","98","80"
"부산광역시 남구 (2629000000)","295,121","295,121","11,200","11,438","15,831","18,777","19,049","20,802","22,754","23,246","24,904","22,672","26,995","23,236","18,001","14,146","10,629","6,257","3,202","1,398","396","114","74"
"부산광역시 북구 (2632000000)","307,988","307,988","11,373","12,401","18,916","24,563","22,449","21,004","21,687","22,148","27,580","28,870","31,072","22,517","14,944","10,465","8,190","5,332","2,847","1,151","331","85","63"
"부산광역시 해운대구 (2635000000)","425,618","425,618","17,250","19,414","27,451","31,698","27,341","25,837","30,651","34,345","40,787","37,536","38,577","29,906","20,927","15,619","12,797","8,406","4,491","1,837","534","123","91"
"부산광역시 사하구 (2638000000)","355,443","355,443","14,762","14,088","20,055","25,201","23,786","25,479","28,380","26,787","30,554","30,193","34,631","27,162","18,731","13,425","10,268","6,268","3,478","1,502","460","129","104"
"부산광역시 금정구 (2641000000)","254,720","254,720","7,884","8,701","13,240","18,331","18,367","18,008","18,296","17,017","20,627","22,077","25,226","21,065","15,238","11,149","8,761","5,643","3,093","1,355","384","159","99"
"부산광역시 강서구 (2644000000)","64,733","64,733","2,993","2,402","2,770","3,345","3,683","4,511","5,116","4,775","4,862","5,012","6,567","5,515","4,033","3,138","2,592","1,719","1,064","439","142","35","20"
"부산광역시 연제구 (2647000000)","213,326","213,326","8,067","8,306","11,168","13,773","13,537","14,807","16,828","16,258","18,148","16,998","20,287","17,293","12,978","9,404","7,280","4,449","2,382","970","284","60","49"
"부산광역시 수영구 (2650000000)","176,691","176,691","5,991","5,887","8,183","10,697","11,049","13,065","14,250","13,055","13,916","13,225","16,847","15,390","11,867","8,800","6,633","4,070","2,373","982","305","75","31"
"부산광역시 사상구 (2653000000)","254,413","254,413","9,784","9,118","13,215","17,816","18,365","19,529","20,420","18,631","21,655","23,347","26,499","19,534","13,415","8,939","6,911","4,051","1,963","857","251","77","36"
"부산광역시 기장군 (2671000000)","108,095","108,095","6,006","5,312","6,122","6,479","5,567","6,257","9,229","9,649","9,560","8,065","8,864","7,364","5,726","4,696","3,993","2,754","1,457","699","222","51","23"
