"행정구역","2010년_계_총인구수","2010년_계_연령구간인구수","2010년_계_0~4세","2010년_계_5~9세","2010년_계_10~14세","2010년_계_15~19세","2010년_계_20~24세","2010년_계_25~29세","2010년_계_30~34세","2010년_계_35~39세","2010년_계_40~44세","2010년_계_45~49세","2010년_계_50~54세","2010년_계_55~59세","2010년_계_60~64세","2010년_계_65~69세","2010년_계_70~74세","2010년_계_75~79세","2010년_계_80~84세","2010년_계_85~89세","2010년_계_90~94세","2010년_계_95~99세","2010년_계_100세 이상"
"부산광역시  (2600000000)","3,567,910","3,567,910","128,670","141,940","202,246","244,860","231,246","269,266","262,699","279,765","297,655","311,853","334,210","263,664","198,052","154,143","115,168","70,791","38,051","16,490","4,719","1,379","1,043"
"부산광역시 중구 (2611000000)","49,442","49,442","1,309","1,364","2,092","2,560","2,667","3,666","3,532","3,787","3,921","3,985","4,768","4,264","3,555","2,969","2,276","1,313","810","404","114","41","45"
"부산광역시 서구 (2614000000)","126,040","126,040","3,232","3,966","6,193","7,709","7,609","9,153","8,359","8,831","9,665","10,358","12,168","10,437","8,568","7,232","5,709","3,580","1,976","882","256","77","80"
"부산광역시 동구 (2617000000)","101,514","101,514","2,769","3,028","4,494","5,777","5,758","7,591","7,174","7,406","7,518","8,018","9,581","8,378","7,126","6,313","4,988","3,068","1,608","615","189","65","50"
"부산광역시 영도구 (2620000000)","146,798","146,798","4,191","4,855","7,246","8,756","8,815","10,867","9,871","10,726","11,209","12,010","14,269","12,151","9,975","8,416","6,394","3,759","1,980","907","255","68","78"
"부산광역시 부산진구 (2623000000)","395,826","395,826","14,420","14,697","19,826","24,700","26,269","32,895","31,656","31,800","31,255","32,807","36,390","29,180","22,444","18,227","14,068","8,276","4,281","1,786","542","157","150"
"부산광역시 동래구 (2626000000)","282,779","282,779","9,510","11,063","16,858","20,764","18,979","20,961","20,181","21,501","23,472","24,997","27,157","21,501","15,796","11,798","8,398","5,188","2,853","1,250","382","96","74"
"부산광역시 남구 (2629000000)","298,458","298,458","11,190","12,329","16,643","19,034","19,128","23,021","22,737","24,470","24,496","23,828","27,060","22,248","17,486","14,129","10,003","5,781","3,059","1,269","354","109","84"
"부산광역시 북구 (2632000000)","312,218","312,218","11,397","13,584","20,592","25,332","22,193","22,490","21,182","23,875","28,359","30,697","29,753","21,115","14,233","10,458","7,766","5,003","2,643","1,114","297","78","57"
"부산광역시 해운대구 (2635000000)","426,729","426,729","17,070","20,602","28,808","32,083","26,642","28,102","30,145","36,736","39,898","38,999","37,518","27,806","20,115","15,695","12,179","7,772","4,116","1,763","470","125","85"
"부산광역시 사하구 (2638000000)","358,730","358,730","14,397","15,130","21,501","25,829","23,670","28,080","27,248","28,610","30,456","32,252","33,858","25,504","18,079","13,265","9,563","5,870","3,319","1,461","418","123","97"
"부산광역시 금정구 (2641000000)","255,419","255,419","7,734","9,186","14,207","18,947","17,964","19,375","17,537","17,908","20,672","23,391","24,703","19,911","14,656","11,036","8,185","5,262","2,872","1,271","355","158","89"
"부산광역시 강서구 (2644000000)","62,594","62,594","2,660","2,289","2,732","3,384","3,761","4,620","4,675","4,600","4,597","5,308","6,336","5,066","3,795","3,068","2,461","1,651","979","435","125","37","15"
"부산광역시 연제구 (2647000000)","212,696","212,696","7,870","8,538","11,664","13,917","13,270","16,317","16,273","16,832","17,561","17,893","19,898","16,302","12,584","9,341","6,796","4,177","2,193","903","257","62","48"
"부산광역시 수영구 (2650000000)","178,267","178,267","5,910","6,340","8,914","11,069","10,953","14,314","13,848","13,812","13,428","14,261","16,822","14,747","11,623","8,627","6,260","3,847","2,144","974","274","72","28"
"부산광역시 사상구 (2653000000)","257,843","257,843","9,746","9,937","14,404","18,615","18,345","21,171","19,933","19,602","22,325","25,023","25,526","18,337","12,683","9,017","6,379","3,729","1,905","832","231","64","39"
"부산광역시 기장군 (2671000000)","102,557","102,557","5,265","5,032","6,072","6,384","5,223","6,643","8,348","9,269","8,823","8,026","8,403","6,717","5,334","4,552","3,743","2,515","1,313","624","200","47","24"
