"행정구역","2018년_계_총인구수","2018년_계_연령구간인구수","2018년_계_0~4세","2018년_계_5~9세","2018년_계_10~14세","2018년_계_15~19세","2018년_계_20~24세","2018년_계_25~29세","2018년_계_30~34세","2018년_계_35~39세","2018년_계_40~44세","2018년_계_45~49세","2018년_계_50~54세","2018년_계_55~59세","2018년_계_60~64세","2018년_계_65~69세","2018년_계_70~74세","2018년_계_75~79세","2018년_계_80~84세","2018년_계_85~89세","2018년_계_90~94세","2018년_계_95~99세","2018년_계_100세 이상"
"전국  (1000000000)","8,085,526","8,085,526","670","2,190","2,905","30,208","332,626","749,579","680,568","652,205","577,385","701,366","710,306","825,436","753,809","543,470","461,075","459,289","339,245","174,001","58,893","16,763","13,537"
"서울특별시  (1100000000)","1,679,049","1,679,049","139","427","662","7,808","95,507","228,165","197,774","161,745","123,026","137,190","122,062","135,548","130,405","96,884","83,731","71,980","46,846","22,871","8,784","3,181","4,314"
"부산광역시  (2600000000)","532,193","532,193","31","99","143","1,797","23,658","42,800","35,196","36,281","32,477","41,816","43,502","56,067","59,397","46,824","38,064","35,255","22,865","10,377","3,345","907","1,292"
"대구광역시  (2700000000)","344,096","344,096","29","104","118","935","12,632","27,355","24,252","24,609","23,185","29,695","31,744","38,094","35,125","27,559","21,532","21,746","15,062","7,143","2,201","504","472"
"인천광역시  (2800000000)","407,706","407,706","41","136","134","987","14,359","33,749","32,780","35,421","32,300","39,932","39,527","45,875","39,841","26,084","21,800","19,633","13,989","7,197","2,645","720","556"
"광주광역시  (2900000000)","211,663","211,663","20","77","88","817","9,813","19,949","18,936","19,368","16,502","18,630","18,474","21,055","18,341","13,542","11,637","11,256","7,680","3,746","1,155","322","255"
"대전광역시  (3000000000)","225,131","225,131","16","52","57","1,246","15,020","27,919","21,886","18,468","15,820","18,555","18,145","21,439","19,723","13,280","10,745","10,240","7,150","3,629","1,211","329","201"
"울산광역시  (3100000000)","143,657","143,657","10","43","34","205","4,139","12,011","12,036","12,931","11,960","14,329","14,230","16,368","14,836","10,128","7,353","6,366","4,011","1,837","598","126","106"
"세종특별자치시  (3600000000)","39,699","39,699","3","16","9","197","2,153","5,296","5,012","4,201","3,324","3,402","3,172","3,418","2,826","1,901","1,381","1,455","1,071","596","192","48","26"
"경기도  (4100000000)","1,779,427","1,779,427","192","559","739","5,044","62,869","173,176","167,335","164,204","145,707","172,981","167,431","184,112","160,053","105,597","88,314","80,283","56,832","28,404","10,042","2,959","2,594"
"강원도  (4200000000)","292,968","292,968","17","49","93","2,050","15,213","21,100","15,575","16,143","17,095","23,240","27,558","34,699","31,943","21,314","19,560","20,553","14,981","7,574","2,879","814","518"
"충청북도  (4300000000)","278,667","278,667","24","87","139","1,203","11,988","24,354","20,030","18,944","18,412","23,031","26,096","30,635","27,490","18,311","15,895","17,458","14,159","7,225","2,285","553","348"
"충청남도  (4400000000)","376,190","376,190","26","108","81","1,704","14,899","31,781","29,094","27,694","25,039","31,075","33,427","39,641","34,324","24,739","21,438","23,799","20,837","11,332","3,651","955","546"
"전라북도  (4500000000)","313,716","313,716","22","78","101","1,339","9,994","17,529","16,604","18,639","19,266","25,057","28,382","34,474","31,691","24,438","22,387","25,559","21,360","11,546","3,779","962","509"
"전라남도  (4600000000)","361,281","361,281","21","75","165","1,398","9,062","17,456","16,687","19,560","20,794","28,549","33,197","39,975","34,755","27,779","27,176","34,087","28,215","15,564","4,753","1,442","571"
"경상북도  (4700000000)","479,564","479,564","36","109","172","1,864","15,115","29,756","28,540","29,075","28,727","36,743","43,009","53,358","48,386","38,672","31,646","38,500","31,493","16,669","5,712","1,401","581"
"경상남도  (4800000000)","505,587","505,587","34","149","148","1,297","12,708","29,754","31,463","35,545","34,002","44,014","47,410","57,392","53,891","39,577","32,779","35,770","28,179","15,282","4,722","987","484"
"제주특별자치도  (5000000000)","114,932","114,932","9","22","22","317","3,497","7,429","7,368","9,377","9,749","13,127","12,940","13,286","10,782","6,841","5,637","5,349","4,515","3,009","939","553","164"
