"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~4세","2019년_계_5~9세","2019년_계_10~14세","2019년_계_15~19세","2019년_계_20~24세","2019년_계_25~29세","2019년_계_30~34세","2019년_계_35~39세","2019년_계_40~44세","2019년_계_45~49세","2019년_계_50~54세","2019년_계_55~59세","2019년_계_60~64세","2019년_계_65~69세","2019년_계_70~74세","2019년_계_75~79세","2019년_계_80~84세","2019년_계_85~89세","2019년_계_90~94세","2019년_계_95~99세","2019년_계_100세 이상"
"전국  (0000000000)","51,849,861","51,849,861","1,845,122","2,321,792","2,299,958","2,659,052","3,319,645","3,490,711","3,158,230","3,912,794","3,882,192","4,501,038","4,359,591","4,307,786","3,765,035","2,545,616","1,972,502","1,623,542","1,103,019","530,317","185,868","45,891","20,160"
"서울특별시  (1100000000)","9,729,107","9,729,107","300,799","361,894","370,557","449,014","641,964","814,659","725,858","784,101","725,112","835,871","775,779","764,189","700,646","489,156","388,790","295,297","178,836","80,651","30,848","8,842","6,244"
"부산광역시  (2600000000)","3,413,841","3,413,841","107,963","135,358","128,260","154,980","212,685","223,464","191,915","243,795","239,398","278,384","280,880","302,219","294,417","212,830","159,789","124,321","74,493","32,833","11,419","2,648","1,790"
"대구광역시  (2700000000)","2,438,031","2,438,031","82,807","105,505","106,587","130,611","164,143","159,498","135,805","170,181","178,142","215,245","216,711","211,538","181,981","126,816","93,006","77,106","50,027","23,031","7,092","1,521","678"
"인천광역시  (2800000000)","2,957,026","2,957,026","107,557","134,843","132,842","150,409","192,590","215,018","187,684","233,505","228,917","261,044","256,818","259,776","211,475","127,795","97,219","73,919","49,187","24,152","9,051","2,342","883"
"광주광역시  (2900000000)","1,456,468","1,456,468","53,932","72,587","74,518","89,913","108,958","98,490","83,055","109,888","113,414","131,152","122,103","111,177","91,802","61,567","51,083","39,612","25,281","12,193","4,324","1,020","399"
"대전광역시  (3000000000)","1,474,870","1,474,870","53,424","68,405","70,004","83,175","106,272","106,357","91,275","109,205","111,289","131,192","124,790","119,079","101,712","66,595","48,720","38,793","26,164","12,689","4,350","1,047","333"
"울산광역시  (3100000000)","1,148,019","1,148,019","46,517","57,854","54,939","61,794","74,942","74,195","68,943","90,800","88,648","102,123","108,074","103,285","83,340","51,311","33,079","23,867","14,389","6,833","2,394","534","158"
"세종특별자치시  (3600000000)","340,575","340,575","21,998","25,251","22,321","17,716","16,611","19,729","25,644","35,820","33,875","30,597","22,627","19,853","16,584","10,624","7,437","6,008","4,372","2,392","882","181","53"
"경기도  (4100000000)","13,239,666","13,239,666","525,180","659,810","643,213","712,249","854,474","916,221","847,913","1,077,914","1,074,539","1,215,659","1,131,608","1,067,220","862,325","537,047","411,432","325,840","220,092","105,248","38,207","9,561","3,914"
"강원도  (4200000000)","1,541,502","1,541,502","47,889","61,667","64,576","79,223","95,994","85,108","75,113","95,556","102,290","126,002","130,059","140,529","134,610","88,478","69,873","66,118","46,187","21,143","8,220","2,073","794"
"충청북도  (4300000000)","1,600,007","1,600,007","57,527","71,758","71,456","82,901","101,462","98,743","88,993","111,087","112,082","131,515","137,493","136,936","124,629","82,667","61,899","57,003","42,548","20,308","6,881","1,585","534"
"충청남도  (4400000000)","2,123,709","2,123,709","80,582","101,325","99,289","108,897","124,097","121,640","122,292","156,961","154,283","174,072","168,492","173,012","152,093","109,071","87,440","79,161","64,045","32,946","10,648","2,498","865"
"전라북도  (4500000000)","1,818,917","1,818,917","57,543","79,540","82,601","99,871","115,785","98,080","85,188","112,791","122,542","151,903","150,416","153,219","138,762","104,088","87,806","77,071","58,305","30,110","10,203","2,289","804"
"전라남도  (4600000000)","1,868,745","1,868,745","61,275","78,154","78,999","96,263","111,445","93,465","83,092","112,332","119,201","146,835","155,603","162,445","147,088","110,253","98,870","93,560","69,901","34,684","11,541","2,944","795"
"경상북도  (4700000000)","2,665,836","2,665,836","89,397","110,787","107,949","127,799","153,606","140,944","133,168","173,639","177,470","214,063","226,491","238,777","222,331","164,125","122,471","115,492","86,363","42,814","14,117","3,106","927"
"경상남도  (4800000000)","3,362,553","3,362,553","123,552","161,948","157,244","176,713","202,556","185,006","177,106","245,575","249,665","293,615","294,426","290,994","255,896","174,112","128,970","110,412","78,363","40,032","13,007","2,642","719"
"제주특별자치도  (5000000000)","670,989","670,989","27,180","35,106","34,603","37,524","42,061","40,094","35,186","49,644","51,325","61,766","57,221","53,538","45,344","29,081","24,618","19,962","14,466","8,258","2,684","1,058","270"
