"행정구역","2023년_계_총인구수","2023년_계_연령구간인구수","2023년_계_0~4세","2023년_계_5~9세","2023년_계_10~14세","2023년_계_15~19세","2023년_계_20~24세","2023년_계_25~29세","2023년_계_30~34세","2023년_계_35~39세","2023년_계_40~44세","2023년_계_45~49세","2023년_계_50~54세","2023년_계_55~59세","2023년_계_60~64세","2023년_계_65~69세","2023년_계_70~74세","2023년_계_75~79세","2023년_계_80~84세","2023년_계_85~89세","2023년_계_90~94세","2023년_계_95~99세","2023년_계_100세 이상"
"부산광역시  (2600000000)","3,293,362","3,293,362","75,360","119,043","133,929","129,410","173,103","204,484","203,253","187,406","251,223","233,493","275,617","266,308","295,534","265,186","186,754","133,653","96,815","45,091","14,126","3,142","432"
"부산광역시 중구 (2611000000)","38,619","38,619","313","562","769","893","2,213","3,182","2,540","1,719","2,145","2,263","3,193","3,150","3,811","3,950","2,908","2,199","1,672","785","261","72","19"
"부산광역시 서구 (2614000000)","104,089","104,089","1,897","2,989","3,432","3,569","5,793","6,434","5,551","4,826","6,906","6,581","8,462","8,406","9,970","9,417","7,205","5,422","4,332","2,053","649","179","16"
"부산광역시 동구 (2617000000)","87,792","87,792","1,876","2,102","2,220","2,438","3,743","5,580","6,074","4,924","5,855","5,549","7,215","6,968","8,155","7,922","6,132","4,767","3,797","1,783","556","123","13"
"부산광역시 영도구 (2620000000)","106,548","106,548","1,690","2,639","3,260","3,436","4,674","5,097","5,007","4,657","6,732","6,846","8,733","9,026","11,076","10,920","8,334","6,507","4,971","2,146","633","145","19"
"부산광역시 부산진구 (2623000000)","359,508","359,508","8,368","11,119","11,786","12,118","21,112","28,388","27,596","22,511","25,896","23,781","28,619","27,745","31,148","27,868","19,609","14,221","10,800","4,969","1,505","310","39"
"부산광역시 동래구 (2626000000)","270,815","270,815","6,791","11,417","13,163","12,266","13,352","15,124","15,603","15,828","22,458","20,792","23,205","20,826","22,478","20,576","14,764","10,365","7,217","3,313","1,048","203","26"
"부산광역시 남구 (2629000000)","254,185","254,185","4,997","9,092","11,001","11,038","16,796","15,424","13,670","12,893","18,992","18,753","22,060","19,453","21,063","19,973","14,892","11,056","8,088","3,633","1,057","226","28"
"부산광역시 북구 (2632000000)","273,596","273,596","6,462","9,504","10,564","10,747","13,623","16,554","17,298","15,072","18,955","18,094","23,341","25,706","28,522","23,018","14,692","9,820","7,039","3,290","1,024","232","39"
"부산광역시 해운대구 (2635000000)","380,448","380,448","8,488","14,642","17,813","17,707","19,285","21,168","20,904","20,677","29,636","29,777","35,462","32,107","33,116","28,709","19,548","13,968","10,238","5,097","1,662","386","58"
"부산광역시 사하구 (2638000000)","297,831","297,831","5,969","9,634","11,703","11,940","16,131","17,696","16,961","15,748","21,763","20,755","25,653","25,709","29,119","25,793","17,600","12,106","8,258","3,800","1,152","303","38"
"부산광역시 금정구 (2641000000)","215,590","215,590","3,586","6,279","7,740","8,321","14,153","14,185","11,658","10,218","14,173","14,048","17,756","18,391","21,016","18,618","13,617","9,823","7,177","3,461","1,103","234","33"
"부산광역시 강서구 (2644000000)","142,396","142,396","6,517","10,736","9,385","5,594","4,568","6,722","10,100","13,039","17,349","11,481","9,226","8,110","9,389","8,309","5,114","3,054","2,183","1,032","402","79","7"
"부산광역시 연제구 (2647000000)","205,766","205,766","5,078","7,545","8,089","8,048","10,131","12,904","13,643","12,431","16,157","14,634","17,089","16,274","17,526","16,278","11,734","8,376","6,115","2,729","819","147","19"
"부산광역시 수영구 (2650000000)","174,518","174,518","3,765","5,227","5,652","5,800","8,697","13,556","13,090","10,413","12,775","11,584","13,914","12,910","14,607","14,355","10,672","8,110","5,650","2,640","873","203","25"
"부산광역시 사상구 (2653000000)","202,932","202,932","3,781","5,695","6,739","7,031","11,108","13,820","13,387","10,601","13,631","12,940","16,844","19,507","22,148","18,088","11,788","7,747","5,038","2,243","654","120","22"
"부산광역시 기장군 (2671000000)","178,729","178,729","5,782","9,861","10,613","8,464","7,724","8,650","10,171","11,849","17,800","15,615","14,845","12,020","12,390","11,392","8,145","6,112","4,240","2,117","728","180","31"
